# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	OR4F16 (-115333)
Region62615	SLC25A33 (-83388)
Region62616	SLC25A33 (-44196)
Region62617	SLC25A33 (-34570)
Region62618	SLC25A33 (+76)
Region62619	SLC25A33 (+7220)
Region62620	SLC25A33 (+20505)
Region62621	TMEM201 (-22536)
Region62622	TMEM201 (-110)
Region62623	TMEM201 (+746)
Region62624	TMEM201 (+26752)
Region62625	PIK3CD (-24523)
Region62626	PIK3CD (-21950)
Region62627	PIK3CD (-4804)
Region62628	PIK3CD (+474)
Region62629	PIK3CD (+12650)
Region62630	PIK3CD (+20010)
Region62631	PIK3CD (+35618)
Region62632	PIK3CD (+37883)
Region62633	PIK3CD (+63652)
Region62634	PIK3CD (+65953)
Region62635	PIK3CD (+70182)
Region62636	PIK3CD (+73248)
Region62637	PIK3CD (+77230)
Region62638	CLSTN1 (+16594)
Region62639	CLSTN1 (+14862)
Region62640	CLSTN1 (+621)
Region62641	CLSTN1 (-495)
Region62642	CLSTN1 (-25553)
Region62643	CLSTN1 (-36840)
Region62644	CTNNBIP1 (+42636)
Region62645	CTNNBIP1 (+35377)
Region62646	CTNNBIP1 (-261)
Region62647	CTNNBIP1 (-9202)
Region62648	NMNAT1 (-26)
Region62649	NMNAT1 (+7142)
Region62650	RBP7 (+244)
Region62651	UBE4B (-582)
Region62652	UBE4B (+40422)
Region62653	UBE4B (+42953)
Region62654	KIF1B (-80914)
Region62655	KIF1B (-77411)
Region62656	KIF1B (-17215)
Region62657	KIF1B (-353)
Region62658	KIF1B (+23779)
Region62659	PGD (-66753)
Region62660	PGD (-29679)
Region62661	PGD (-28)
Region62662	CENPS (+20)
Region62663	CORT (-6485)
Region62664	CORT (+378)
Region62665	DFFA (+186)
Region62666	PEX14 (+123)
Region62667	PEX14 (+9416)
Region62668	PEX14 (+20306)
Region62669	PEX14 (+21198)
Region62670	PEX14 (+36415)
Region62671	PEX14 (+50625)
Region62672	PEX14 (+90191)
Region62673	PEX14 (+114920)
Region62674	CASZ1 (+158014)
Region62675	CASZ1 (+101712)
Region62676	CASZ1 (+63376)
Region62677	CASZ1 (+40477)
Region62678	CASZ1 (+2264)
Region62679	CASZ1 (-7776)
Region62680	CASZ1 (-44589)
Region62681	CASZ1 (-70305)
Region62682	CASZ1 (-107047)
Region62683	TARDBP (-107741)
Region62684	TARDBP (-94263)
Region62685	TARDBP (-93200)
Region62686	TARDBP (+151)
Region62687	MASP2 (+9313)
Region62688	SRM (-74)
Region62689	EXOSC10 (+29)
Region62690	EXOSC10 (-10913)
Region62691	EXOSC10 (-21457)
Region62692	ANGPTL7 (-22537)
Region62693	ANGPTL7 (+2867)
Region62694	ANGPTL7 (+4883)
Region62695	MTOR (+34726)
Region62696	MTOR (+33337)
Region62697	MTOR (-3)
Region62698	UBIAD1 (-470)
Region62699	UBIAD1 (+230)
Region62700	UBIAD1 (+50660)
Region62701	UBIAD1 (+80161)
Region62702	DISP3 (-51448)
Region62703	DISP3 (-28459)
Region62704	DISP3 (-161)
Region62705	DISP3 (+777)
Region62706	DISP3 (+12720)
Region62707	DISP3 (+36035)
Region62708	DISP3 (+43488)
Region62709	DISP3 (+68851)
Region62710	FBXO2 (+4159)
Region62711	FBXO44 (+25)
Region62712	FBXO6 (+399)
Region62713	MAD2L2 (+10457)
Region62714	AGTRAP (-16430)
Region62715	AGTRAP (-5753)
Region62716	AGTRAP (+189)
Region62717	MTHFR (+2122)
Region62718	CLCN6 (-100)
Region62719	CLCN6 (+12811)
Region62720	KIAA2013 (+27361)
Region62721	KIAA2013 (+17775)
Region62722	KIAA2013 (+140)
Region62723	PLOD1 (-134)
Region62724	MFN2 (-60)
Region62725	MIIP (-38)
Region62726	TNFRSF8 (+168)
Region62727	TNFRSF8 (+25368)
Region62728	TNFRSF1B (-45780)
Region62729	TNFRSF1B (-41070)
Region62730	TNFRSF1B (-33744)
Region62731	TNFRSF1B (-24650)
Region62732	TNFRSF1B (-4912)
Region62733	TNFRSF1B (+288)
Region62734	TNFRSF1B (+6903)
Region62735	TNFRSF1B (+10986)
Region62736	TNFRSF1B (+12285)
Region62737	VPS13D (+30)
Region62738	VPS13D (+20902)
Region62739	VPS13D (+110761)
Region62740	VPS13D (+156243)
Region62741	DHRS3 (+181629)
Region62742	DHRS3 (+178975)
Region62743	DHRS3 (+170938)
Region62744	DHRS3 (+168028)
Region62745	DHRS3 (+145279)
Region62746	DHRS3 (+138984)
Region62747	DHRS3 (+125831)
Region62748	DHRS3 (+106778)
Region62749	DHRS3 (+77265)
Region62750	DHRS3 (+28911)
Region62751	DHRS3 (+21668)
Region62752	DHRS3 (+706)
Region62753	DHRS3 (-447)
Region62754	DHRS3 (-1843)
Region62755	DHRS3 (-2319)
Region62756	AADACL4 (+14483)
Region62757	AADACL3 (-22162)
Region62758	AADACL3 (-8626)
Region62759	AADACL3 (-8084)
Region62760	AADACL3 (+13610)
Region62761	PRAMEF7 (+11340)
Region62762	PRAMEF6 (+15314)
Region62763	PRAMEF18 (+1026)
Region62764	PRAMEF5 (-8440)
Region62765	PRAMEF5 (-7638)
Region62766	PRAMEF5 (+15232)
Region62767	PRAMEF8 (+13565)
Region62768	PRAMEF8 (+4253)
Region62769	PRAMEF15 (+13719)
Region62770	LRRC38 (+7396)
Region62771	LRRC38 (-20296)
Region62772	PDPN (+1134)
Region62773	PDPN (+45782)
Region62774	PRDM2 (-46710)
Region62775	PRDM2 (-19806)
Region62776	PRDM2 (-4389)
Region62777	PRDM2 (+9232)
Region62778	PRDM2 (+26105)
Region62779	PRDM2 (+35857)
Region62780	PRDM2 (+44512)
Region62781	PRDM2 (+57669)
Region62782	PRDM2 (+123003)
Region62783	PRDM2 (+124105)
Region62784	PRDM2 (+163898)
Region62785	PRDM2 (+278024)
Region62786	PRDM2 (+324340)
Region62787	PRDM2 (+347937)
Region62788	KAZN (-228816)
Region62789	KAZN (-207702)
Region62790	KAZN (-179762)
Region62791	KAZN (-164151)
Region62792	KAZN (+74)
Region62793	KAZN (+79294)
Region62794	KAZN (+184411)
Region62795	KAZN (+242592)
Region62796	KAZN (+251612)
Region62797	KAZN (+252607)
Region62798	KAZN (+255283)
Region62799	TMEM51 (-271254)
Region62800	TMEM51 (-252148)
Region62801	TMEM51 (-227790)
Region62802	TMEM51 (-183231)
Region62803	TMEM51 (-165201)
Region62804	TMEM51 (-151066)
Region62805	TMEM51 (-104693)
Region62806	TMEM51 (-40032)
Region62807	TMEM51 (-24306)
Region62808	TMEM51 (-23692)
Region62809	TMEM51 (+51548)
Region62810	TMEM51 (+108991)
Region62811	EFHD2 (-115368)
Region62812	EFHD2 (-110002)
Region62813	EFHD2 (-107981)
Region62814	EFHD2 (-99177)
Region62815	EFHD2 (-86244)
Region62816	EFHD2 (-85813)
Region62817	EFHD2 (-102)
Region62818	EFHD2 (+7581)
Region62819	CASP9 (-446)
Region62820	DNAJC16 (+46)
Region62821	DNAJC16 (+28625)
Region62822	AGMAT (+5977)
Region62823	AGMAT (+155)
Region62824	AGMAT (-6202)
Region62825	AGMAT (-9586)
Region62826	DDI2 (-13965)
Region62827	DDI2 (-28)
Region62828	DDI2 (+18872)
Region62829	PLEKHM2 (+26)
Region62830	PLEKHM2 (+12383)
Region62831	TMEM82 (-3001)
Region62832	FBLIM1 (+10588)
Region62833	UQCRHL (+16935)
Region62834	SPEN (-12543)
Region62835	SPEN (-10395)
Region62836	SPEN (-4)
Region62837	SPEN (+38773)
Region62838	SPEN (+57573)
Region62839	ZBTB17 (+39921)
Region62840	ZBTB17 (+26404)
Region62841	ZBTB17 (+154)
Region62842	HSPB7 (+9810)
Region62843	CLCNKB (-2018)
Region62844	FAM131C (+168)
Region62845	FAM131C (-5547)
Region62846	EPHA2 (+338)
Region62847	EPHA2 (-6262)
Region62848	EPHA2 (-9881)
Region62849	EPHA2 (-11763)
Region62850	ARHGEF19 (+20754)
Region62851	ARHGEF19 (+13646)
Region62852	ARHGEF19 (+5845)
Region62853	ARHGEF19 (-4898)
Region62854	RSG1 (+302)
Region62855	RSG1 (-7278)
Region62856	RSG1 (-53301)
Region62857	FBXO42 (+48817)
Region62858	FBXO42 (+37136)
Region62859	FBXO42 (+10168)
Region62860	FBXO42 (-230)
Region62861	FBXO42 (-15176)
Region62862	FBXO42 (-24424)
Region62863	SPATA21 (+26151)
Region62864	SPATA21 (+16450)
Region62865	SPATA21 (+6782)
Region62866	NECAP2 (+138)
Region62867	NECAP2 (+58525)
Region62868	NECAP2 (+68310)
Region62869	NECAP2 (+72513)
Region62870	NECAP2 (+73456)
Region62871	NBPF1 (+78532)
Region62872	NBPF1 (+77580)
Region62873	NBPF1 (+74468)
Region62874	NBPF1 (+48144)
Region62875	NBPF1 (+47270)
Region62876	NBPF1 (+46543)
Region62877	NBPF1 (+32653)
Region62878	NBPF1 (+31876)
Region62879	NBPF1 (+196)
Region62880	NBPF1 (-31264)
Region62881	NBPF1 (-44137)
Region62882	NBPF1 (-53412)
Region62883	NBPF1 (-59729)
Region62884	NBPF1 (-94349)
Region62885	NBPF1 (-96369)
Region62886	NBPF1 (-114310)
Region62887	NBPF1 (-120665)
Region62888	NBPF1 (-127160)
Region62889	NBPF1 (-136693)
Region62890	NBPF1 (-145668)
Region62891	NBPF1 (-152658)
Region62892	CROCC (-146119)
Region62893	CROCC (-131807)
Region62894	CROCC (-125347)
Region62895	CROCC (-69023)
Region62896	CROCC (-49155)
Region62897	CROCC (-48352)
Region62898	CROCC (-32663)
Region62899	CROCC (-25635)
Region62900	CROCC (-16928)
Region62901	CROCC (-15050)
Region62902	CROCC (-7809)
Region62903	CROCC (+23767)
Region62904	MFAP2 (+19950)
Region62905	ATP13A2 (+67)
Region62906	SDHB (+100)
Region62907	SDHB (-32064)
Region62908	PADI2 (+19016)
Region62909	PADI2 (-6530)
Region62910	PADI1 (-41842)
Region62911	PADI1 (-21562)
Region62912	PADI1 (+7855)
Region62913	PADI3 (-20185)
Region62914	PADI3 (-11795)
Region62915	PADI3 (+25530)
Region62916	PADI4 (-3708)
Region62917	PADI6 (-15825)
Region62918	RCC2 (+33483)
Region62919	RCC2 (+7164)
Region62920	RCC2 (+1470)
Region62921	RCC2 (-70)
Region62922	RCC2 (-47851)
Region62923	ACTL8 (+47394)
Region62924	ACTL8 (+77543)
Region62925	ACTL8 (+98854)
Region62926	ACTL8 (+114171)
Region62927	ACTL8 (+119711)
Region62928	IGSF21 (-156235)
Region62929	IGSF21 (-109428)
Region62930	IGSF21 (-108414)
Region62931	IGSF21 (-50982)
Region62932	IGSF21 (-11182)
Region62933	IGSF21 (+99525)
Region62934	IGSF21 (+141260)
Region62935	IGSF21 (+179157)
Region62936	KLHDC7A (-81590)
Region62937	KLHDC7A (-68060)
Region62938	KLHDC7A (-4673)
Region62939	PAX7 (-73262)
Region62940	PAX7 (-49722)
Region62941	PAX7 (+7293)
Region62942	PAX7 (+13020)
Region62943	TAS1R2 (+13627)
Region62944	ALDH4A1 (+59)
Region62945	ENSG00000255275 (+7805)
Region62946	ENSG00000255275 (-5804)
Region62947	ENSG00000255275 (-6552)
Region62948	IFFO2 (+7934)
Region62949	IFFO2 (+133)
Region62950	IFFO2 (-40375)
Region62951	IFFO2 (-54207)
Region62952	IFFO2 (-88614)
Region62953	IFFO2 (-117890)
Region62954	UBR4 (+104181)
Region62955	UBR4 (+96497)
Region62956	UBR4 (+7422)
Region62957	UBR4 (-113)
Region62958	EMC1 (-219)
Region62959	AKR7A3 (+15185)
Region62960	AKR7A2 (-43)
Region62961	PQLC2 (+21077)
Region62962	PQLC2 (+29522)
Region62963	PQLC2 (+78982)
Region62964	CAPZB (+54939)
Region62965	CAPZB (+44249)
Region62966	CAPZB (+21263)
Region62967	CAPZB (+7141)
Region62968	CAPZB (-962)
Region62969	CAPZB (-23975)
Region62970	MINOS1-NBL1 (-13160)
Region62971	MINOS1 (+161)
Region62972	MINOS1 (+14836)
Region62973	NBL1 (-6558)
Region62974	NBL1 (+945)
Region62975	NBL1 (+1574)
Region62976	HTR6 (+23003)
Region62977	HTR6 (+23688)
Region62978	HTR6 (+42077)
Region62979	TMCO4 (+44544)
Region62980	TMCO4 (-145)
Region62981	RNF186 (-1003)
Region62982	RNF186 (-19494)
Region62983	OTUD3 (-82)
Region62984	PLA2G2E (+418)
Region62985	PLA2G2A (-1424)
Region62986	PLA2G2A (-31532)
Region62987	PLA2G5 (-40944)
Region62988	PLA2G5 (-9920)
Region62989	PLA2G2D (+1866)
Region62990	PLA2G2F (+285)
Region62991	PLA2G2F (+13103)
Region62992	PLA2G2C (+3421)
Region62993	UBXN10 (-533)
Region62994	UBXN10 (+295)
Region62995	UBXN10 (+16473)
Region62996	UBXN10 (+19397)
Region62997	UBXN10 (+26856)
Region62998	UBXN10 (+27194)
Region62999	UBXN10 (+37546)
Region63000	VWA5B1 (-41811)
Region63001	VWA5B1 (-13719)
Region63002	VWA5B1 (+959)
Region63003	VWA5B1 (+86142)
Region63004	CAMK2N1 (+73904)
Region63005	CAMK2N1 (-7887)
Region63006	MUL1 (+163)
Region63007	MUL1 (-14506)
Region63008	MUL1 (-34864)
Region63009	CDA (-9950)
Region63010	CDA (+5792)
Region63011	PINK1 (+559)
Region63012	DDOST (+3)
Region63013	DDOST (-3781)
Region63014	KIF17 (+21182)
Region63015	KIF17 (+92)
Region63016	SH2D5 (+530)
Region63017	SH2D5 (-516)
Region63018	SH2D5 (-7505)
Region63019	HP1BP3 (-267)
Region63020	HP1BP3 (-45693)
Region63021	HP1BP3 (-106222)
Region63022	HP1BP3 (-131922)
Region63023	HP1BP3 (-173844)
Region63024	EIF4G3 (+27344)
Region63025	EIF4G3 (+75)
Region63026	EIF4G3 (-14837)
Region63027	EIF4G3 (-16933)
Region63028	EIF4G3 (-18787)
Region63029	EIF4G3 (-40065)
Region63030	ECE1 (+20133)
Region63031	ECE1 (+315)
Region63032	ECE1 (-3428)
Region63033	ECE1 (-4105)
Region63034	ECE1 (-34194)
Region63035	ECE1 (-43912)
Region63036	ECE1 (-54982)
Region63037	NBPF3 (-52025)
Region63038	NBPF3 (-25009)
Region63039	NBPF3 (-87)
Region63040	NBPF3 (+24864)
Region63041	ALPL (+50066)
Region63042	RAP1GAP (-9117)
Region63043	RAP1GAP (-31832)
Region63044	RAP1GAP (-39501)
Region63045	RAP1GAP (-49845)
Region63046	USP48 (+371)
Region63047	LDLRAD2 (+2373)
Region63048	LDLRAD2 (+33693)
Region63049	HSPG2 (+27200)
Region63050	HSPG2 (-18)
Region63051	CELA3B (-19762)
Region63052	CELA3B (-13194)
Region63053	CELA3A (+17662)
Region63054	CELA3A (+23718)
Region63055	CDC42 (-20762)
Region63056	CDC42 (-12777)
Region63057	CDC42 (+449)
Region63058	CDC42 (+7275)
Region63059	CDC42 (+14966)
Region63060	CDC42 (+19995)
Region63061	CDC42 (+25515)
Region63062	CDC42 (+42660)
Region63063	WNT4 (+11147)
Region63064	WNT4 (+181)
Region63065	WNT4 (-166)
Region63066	WNT4 (-125627)
Region63067	ZBTB40 (-101277)
Region63068	ZBTB40 (-72147)
Region63069	ZBTB40 (-52613)
Region63070	ZBTB40 (-43469)
Region63071	ZBTB40 (-34976)
Region63072	ZBTB40 (+243)
Region63073	ZBTB40 (+38012)
Region63074	EPHA8 (-47241)
Region63075	EPHA8 (-25377)
Region63076	EPHA8 (-7648)
Region63077	EPHA8 (+30508)
Region63078	C1QA (-34115)
Region63079	C1QB (+26372)
Region63080	EPHB2 (-15910)
Region63081	EPHB2 (-8286)
Region63082	EPHB2 (+118464)
Region63083	KDM1A (-146356)
Region63084	KDM1A (-126453)
Region63085	KDM1A (-80670)
Region63086	KDM1A (-55260)
Region63087	KDM1A (-32344)
Region63088	KDM1A (+139)
Region63089	KDM1A (+59557)
Region63090	KDM1A (+67218)
Region63091	LUZP1 (+77470)
Region63092	LUZP1 (+36653)
Region63093	LUZP1 (+9803)
Region63094	LUZP1 (+9089)
Region63095	LUZP1 (-85)
Region63096	HTR1D (-9576)
Region63097	HTR1D (-49357)
Region63098	HTR1D (-58299)
Region63099	HTR1D (-68175)
Region63100	HNRNPR (+66253)
Region63101	HNRNPR (+12553)
Region63102	HNRNPR (-107)
Region63103	ZNF436 (+912)
Region63104	ZNF436 (-13286)
Region63105	ZNF436 (-23068)
Region63106	TCEA3 (+20592)
Region63107	TCEA3 (+1901)
Region63108	TCEA3 (+237)
Region63109	TCEA3 (-404)
Region63110	TCEA3 (-19727)
Region63111	ASAP3 (-78)
Region63112	ASAP3 (-12619)
Region63113	ASAP3 (-13070)
Region63114	E2F2 (+13)
Region63115	E2F2 (-8728)
Region63116	E2F2 (-13936)
Region63117	ID3 (+4920)
Region63118	ID3 (+263)
Region63119	ID3 (-31952)
Region63120	MDS2 (-13591)
Region63121	MDS2 (-7476)
Region63122	MDS2 (-6)
Region63123	MDS2 (+7652)
Region63124	RPL11 (-20888)
Region63125	RPL11 (+216)
Region63126	RPL11 (+8322)
Region63127	RPL11 (+15273)
Region63128	RPL11 (+17197)
Region63129	ELOA (-9847)
Region63130	ELOA (+398)
Region63131	PITHD1 (+103)
Region63132	LYPLA2 (+148)
Region63133	LYPLA2 (+523)
Region63134	GALE (-153)
Region63135	GALE (-10052)
Region63136	HMGCL (+112)
Region63137	HMGCL (-12959)
Region63138	FUCA1 (+14879)
Region63139	FUCA1 (-58)
Region63140	CNR2 (+16730)
Region63141	CNR2 (-3538)
Region63142	CNR2 (-22284)
Region63143	PNRC2 (-329)
Region63144	SRSF10 (+9804)
Region63145	SRSF10 (+49)
Region63146	SRSF10 (-502)
Region63147	SRSF10 (-13484)
Region63148	SRSF10 (-16176)
Region63149	SRSF10 (-41777)
Region63150	MYOM3 (+4022)
Region63151	MYOM3 (-341)
Region63152	IL22RA1 (+649)
Region63153	IL22RA1 (-7525)
Region63154	IFNLR1 (-242)
Region63155	IFNLR1 (-12319)
Region63156	IFNLR1 (-58422)
Region63157	IFNLR1 (-63531)
Region63158	GRHL3 (-8823)
Region63159	GRHL3 (+2571)
Region63160	GRHL3 (+25636)
Region63161	STPG1 (+44466)
Region63162	STPG1 (+1456)
Region63163	NIPAL3 (-39)
Region63164	NIPAL3 (+22649)
Region63165	NIPAL3 (+41768)
Region63166	RCAN3 (-29049)
Region63167	RCAN3 (-21927)
Region63168	RCAN3 (-20915)
Region63169	RCAN3 (-16347)
Region63170	RCAN3 (-388)
Region63171	RCAN3 (+3968)
Region63172	NCMAP (-20870)
Region63173	NCMAP (-19591)
Region63174	NCMAP (-321)
Region63175	NCMAP (+31257)
Region63176	SRRM1 (-32414)
Region63177	SRRM1 (-22565)
Region63178	SRRM1 (-16741)
Region63179	SRRM1 (-38)
Region63180	CLIC4 (-29767)
Region63181	CLIC4 (-52)
Region63182	CLIC4 (+14373)
Region63183	CLIC4 (+34559)
Region63184	CLIC4 (+42616)
Region63185	CLIC4 (+54655)
Region63186	CLIC4 (+85412)
Region63187	CLIC4 (+102989)
Region63188	CLIC4 (+104382)
Region63189	RUNX3 (+93763)
Region63190	RUNX3 (+74025)
Region63191	RUNX3 (+59368)
Region63192	RUNX3 (+53799)
Region63193	RUNX3 (+39718)
Region63194	RUNX3 (+35738)
Region63195	RUNX3 (+34440)
Region63196	RUNX3 (+23218)
Region63197	RUNX3 (+17225)
Region63198	RUNX3 (-261)
Region63199	RUNX3 (-6874)
Region63200	RUNX3 (-18136)
Region63201	RUNX3 (-32754)
Region63202	RUNX3 (-57640)
Region63203	RUNX3 (-67485)
Region63204	RUNX3 (-72463)
Region63205	RUNX3 (-94655)
Region63206	RUNX3 (-130804)
Region63207	SYF2 (+122738)
Region63208	SYF2 (+92250)
Region63209	SYF2 (+68386)
Region63210	SYF2 (+6713)
Region63211	SYF2 (-163)
Region63212	SYF2 (-7375)
Region63213	RSRP1 (+6027)
Region63214	RSRP1 (+215)
Region63215	RHD (-4937)
Region63216	TMEM50A (-9833)
Region63217	TMEM50A (+33)
Region63218	TMEM50A (+13389)
Region63219	TMEM50A (+25702)
Region63220	RHCE (+34770)
Region63221	RHCE (+15603)
Region63222	TMEM57 (-214)
Region63223	TMEM57 (+13077)
Region63224	LDLRAP1 (-36504)
Region63225	LDLRAP1 (-22927)
Region63226	LDLRAP1 (-97)
Region63227	LDLRAP1 (+6204)
Region63228	LDLRAP1 (+19092)
Region63229	MAN1C1 (-24872)
Region63230	MAN1C1 (-13317)
Region63231	MAN1C1 (-8811)
Region63232	MAN1C1 (-563)
Region63233	MAN1C1 (+25242)
Region63234	MAN1C1 (+32297)
Region63235	MAN1C1 (+39994)
Region63236	MAN1C1 (+58937)
Region63237	MAN1C1 (+86777)
Region63238	SELENON (-24866)
Region63239	SELENON (-17430)
Region63240	SELENON (-3348)
Region63241	SELENON (-172)
Region63242	MTFR1L (+103)
Region63243	AUNIP (+7539)
Region63244	AUNIP (-45)
Region63245	PAQR7 (-4166)
Region63246	STMN1 (+11010)
Region63247	STMN1 (+390)
Region63248	STMN1 (-16391)
Region63249	STMN1 (-33840)
Region63250	PAFAH2 (+42081)
Region63251	PAFAH2 (+7184)
Region63252	PAFAH2 (-139)
Region63253	EXTL1 (-4840)
Region63254	SLC30A2 (+10211)
Region63255	SLC30A2 (+402)
Region63256	SLC30A2 (-8026)
Region63257	TRIM63 (-11698)
Region63258	PDIK1L (-207)
Region63259	PDIK1L (+14791)
Region63260	PDIK1L (+15620)
Region63261	PDIK1L (+27502)
Region63262	ZNF593 (-24513)
Region63263	ZNF593 (-8158)
Region63264	ZNF593 (-5420)
Region63265	ZNF593 (+63)
Region63266	CATSPER4 (+10643)
Region63267	CATSPER4 (+11586)
Region63268	CEP85 (-8748)
Region63269	CEP85 (+215)
Region63270	SH3BGRL3 (+856)
Region63271	SH3BGRL3 (+5719)
Region63272	SH3BGRL3 (+8362)
Region63273	CD52 (-11024)
Region63274	UBXN11 (-3166)
Region63275	CRYBG2 (+17552)
Region63276	CRYBG2 (+16685)
Region63277	CRYBG2 (-4920)
Region63278	ZNF683 (+8724)
Region63279	ZNF683 (-5738)
Region63280	LIN28A (-1038)
Region63281	LIN28A (+369)
Region63282	LIN28A (+6598)
Region63283	LIN28A (+7942)
Region63284	DHDDS (-203)
Region63285	HMGN2 (+127)
Region63286	HMGN2 (+8959)
Region63287	HMGN2 (+13187)
Region63288	HMGN2 (+28281)
Region63289	RPS6KA1 (-18992)
Region63290	RPS6KA1 (-16007)
Region63291	RPS6KA1 (-3607)
Region63292	RPS6KA1 (+20)
Region63293	RPS6KA1 (+15864)
Region63294	RPS6KA1 (+49264)
Region63295	RPS6KA1 (+50590)
Region63296	RPS6KA1 (+75029)
Region63297	ARID1A (-63034)
Region63298	ARID1A (-62574)
Region63299	ARID1A (-18275)
Region63300	ARID1A (-3289)
Region63301	ARID1A (-219)
Region63302	ARID1A (+1248)
Region63303	ARID1A (+27517)
Region63304	ARID1A (+33808)
Region63305	PIGV (-43914)
Region63306	PIGV (-505)
Region63307	PIGV (+1089)
Region63308	PIGV (+15637)
Region63309	ZDHHC18 (-15980)
Region63310	ZDHHC18 (+59)
Region63311	ZDHHC18 (+7124)
Region63312	ZDHHC18 (+12198)
Region63313	SFN (-9731)
Region63314	SFN (+1886)
Region63315	GPN2 (+11859)
Region63316	GPN2 (+42)
Region63317	GPATCH3 (+131)
Region63318	NUDC (+85)
Region63319	NUDC (+9269)
Region63320	KDF1 (+9968)
Region63321	KDF1 (+56)
Region63322	TRNP1 (+251)
Region63323	TRNP1 (+4208)
Region63324	FAM46B (+43)
Region63325	FAM46B (-31834)
Region63326	FAM46B (-45508)
Region63327	SLC9A1 (+52028)
Region63328	SLC9A1 (+17735)
Region63329	SLC9A1 (+16930)
Region63330	SLC9A1 (+12173)
Region63331	SLC9A1 (-216)
Region63332	SLC9A1 (-5015)
Region63333	SLC9A1 (-20387)
Region63334	SLC9A1 (-33587)
Region63335	WDTC1 (+196)
Region63336	TMEM222 (-37258)
Region63337	TMEM222 (-32460)
Region63338	TMEM222 (-25207)
Region63339	TMEM222 (-21250)
Region63340	TMEM222 (+201)
Region63341	SYTL1 (-2940)
Region63342	SYTL1 (-2486)
Region63343	SYTL1 (-1486)
Region63344	MAP3K6 (+9433)
Region63345	MAP3K6 (+1029)
Region63346	MAP3K6 (+491)
Region63347	GPR3 (-218)
Region63348	GPR3 (+29606)
Region63349	GPR3 (+35620)
Region63350	GPR3 (+36218)
Region63351	GPR3 (+42225)
Region63352	GPR3 (+43521)
Region63353	WASF2 (+48347)
Region63354	WASF2 (+34530)
Region63355	WASF2 (+6916)
Region63356	WASF2 (+62)
Region63357	WASF2 (-7773)
Region63358	WASF2 (-32922)
Region63359	WASF2 (-38133)
Region63360	AHDC1 (+35011)
Region63361	FGR (+774)
Region63362	FGR (-8635)
Region63363	IFI6 (+12187)
Region63364	IFI6 (+8959)
Region63365	IFI6 (+2815)
Region63366	IFI6 (+40)
Region63367	FAM76A (-12)
Region63368	STX12 (-17272)
Region63369	STX12 (-9267)
Region63370	STX12 (+107)
Region63371	STX12 (+25185)
Region63372	PPP1R8 (-26329)
Region63373	PPP1R8 (-10110)
Region63374	PPP1R8 (-1294)
Region63375	PPP1R8 (+99)
Region63376	THEMIS2 (-19170)
Region63377	THEMIS2 (-14071)
Region63378	THEMIS2 (-3295)
Region63379	THEMIS2 (+99)
Region63380	THEMIS2 (+14777)
Region63381	RPA2 (-22)
Region63382	XKR8 (+547)
Region63383	XKR8 (+17302)
Region63384	EYA3 (+43148)
Region63385	EYA3 (+113)
Region63386	EYA3 (-610)
Region63387	EYA3 (-32995)
Region63388	PTAFR (+7623)
Region63389	PTAFR (-22533)
Region63390	DNAJC8 (+10865)
Region63391	DNAJC8 (+1882)
Region63392	DNAJC8 (+149)
Region63393	ATPIF1 (+176)
Region63394	ATPIF1 (+10929)
Region63395	SESN2 (+164)
Region63396	SESN2 (+6298)
Region63397	SESN2 (+29130)
Region63398	SESN2 (+31803)
Region63399	MED18 (+108)
Region63400	MED18 (+22199)
Region63401	MED18 (+31969)
Region63402	MED18 (+40771)
Region63403	PHACTR4 (-20507)
Region63404	PHACTR4 (+33949)
Region63405	RCC1 (-12227)
Region63406	RCC1 (+90)
Region63407	TRNAU1AP (-15338)
Region63408	TRNAU1AP (-27)
Region63409	RAB42 (-16631)
Region63410	RAB42 (-10380)
Region63411	RAB42 (+213)
Region63412	RAB42 (+9758)
Region63413	TAF12 (+25353)
Region63414	TAF12 (-283)
Region63415	TAF12 (-5637)
Region63416	GMEB1 (+207)
Region63417	GMEB1 (+1153)
Region63418	YTHDF2 (+329)
Region63419	YTHDF2 (+28163)
Region63420	OPRD1 (-36754)
Region63421	OPRD1 (-26852)
Region63422	EPB41 (-1983)
Region63423	EPB41 (+46)
Region63424	EPB41 (+27669)
Region63425	TMEM200B (+60800)
Region63426	TMEM200B (+54888)
Region63427	TMEM200B (+27800)
Region63428	TMEM200B (+1245)
Region63429	TMEM200B (-11698)
Region63430	SRSF4 (+28273)
Region63431	SRSF4 (+8520)
Region63432	SRSF4 (+131)
Region63433	SRSF4 (-21152)
Region63434	MECR (-9)
Region63435	PTPRU (-18)
Region63436	PTPRU (+23393)
Region63437	PTPRU (+46308)
Region63438	PTPRU (+75240)
Region63439	PTPRU (+190696)
Region63440	PTPRU (+213518)
Region63441	PTPRU (+238994)
Region63442	PTPRU (+305229)
Region63443	PTPRU (+346582)
Region63444	PTPRU (+365251)
Region63445	PTPRU (+393539)
