"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"17521","chr4",80202448,80202848,401,"*",5.09350355998475,4.92914238438311,5.27568168307725,-0.132769307869373,0.570778655014795,0.999820495462944,25.53,34.92,21.07,38.44,32.38,43.24,24.14,56.3,31.27,"PRDM8","Not Significant",0.24353227624173,0.24353227624173,"Not Capped"
"17522","chr9",97697137,97697537,401,"*",6.28837365216786,6.13819346949807,6.45647343658991,-0.104819498009445,0.570786819666568,0.999820495462944,59.01,80.72,48.72,88.87,74.85,98.03,54.73,127.63,70.89,"XPA","Not Significant",0.243526063959928,0.243526063959928,"Not Capped"
"17535","chr19",14689840,14690240,401,"*",6.81158732954766,6.76359847139666,6.86941222079915,0.107371092926027,0.571156802120289,0.999820495462944,91.03,124.52,75.16,137.09,115.46,130.51,72.86,169.92,94.39,"ZNF333","Not Significant",0.243244646662947,0.243244646662947,"Not Capped"
"17541","chr15",67134225,67134625,401,"*",4.52063775732352,4.33997292335999,4.71866615656453,-0.164642899975382,0.57150506368848,0.999820495462944,16.97,23.21,14.01,25.55,21.52,29.39,16.41,38.27,21.26,"SMAD3","Not Significant",0.242979917285808,0.242979917285808,"Not Capped"
"17553","chr19",12059441,12059841,401,"*",4.12453495524684,4.11660937916166,4.13438108709882,0.194121447588622,0.571806163537462,0.999820495462944,14.53,19.88,12,21.89,18.43,19.6,10.94,25.52,14.18,"ZNF844","Not Significant",0.242751167663091,0.242751167663091,"Not Capped"
"17557","chr6",14964662,14965062,401,"*",3.06546151720963,2.79481236231514,3.34501234575873,-0.332444667628396,0.571852648834551,0.999820495462944,5.81,7.95,4.8,8.76,7.37,11.34,6.33,14.77,8.2,"JARID2","Not Significant",0.24271586288896,0.24271586288896,"Not Capped"
"17563","chr8",115668862,115669262,401,"*",5.48108460939114,5.43899822519837,5.53202272643394,0.119850702126238,0.572003999493463,0.999820495462944,36.35,49.72,30.01,54.74,46.1,51.65,28.84,67.25,37.35,"TRPS1","Not Significant",0.242600934577834,0.242600934577834,"Not Capped"
"17564","chr7",44922013,44922413,401,"*",4.80025742689515,4.62851752017035,4.98965287179634,-0.147124291645381,0.572021028644699,0.999820495462944,20.72,28.35,17.11,31.21,26.29,35.46,19.8,46.17,25.65,"PURB","Not Significant",0.242588005373959,0.242588005373959,"Not Capped"
"17584","chr19",19732950,19733350,401,"*",5.70182103580574,5.65642928637397,5.75662324218003,0.112851975864989,0.57265507780795,0.999820495462944,42.26,57.8,34.89,63.64,53.6,60.35,33.69,78.57,43.64,"ZNF14","Not Significant",0.242106883981689,0.242106883981689,"Not Capped"
"17597","chr1",33295452,33295852,401,"*",4.49526167304796,4.31463857139375,4.69324994898123,-0.164353205792135,0.572934552744669,0.999820495462944,16.67,22.81,13.76,25.11,21.15,28.88,16.12,37.6,20.88,"ZNF362","Not Significant",0.241894985371543,0.241894985371543,"Not Capped"
"17599","chr1",40449916,40450316,401,"*",5.48035973530768,5.3232107769799,5.6554123123627,-0.11851295119578,0.572991390082458,0.999820495462944,33.54,45.88,27.69,50.51,42.54,56.26,31.41,73.25,40.69,"ZFP69B","Not Significant",0.241851903805335,0.241851903805335,"Not Capped"
"17601","chr8",144827173,144827573,401,"*",6.89476513678133,6.8470295511306,6.95229577066255,0.107908860525295,0.573094275021323,0.999820495462944,96.45,131.94,79.63,145.25,122.34,138.23,77.17,179.97,99.97,"ZNF7","Not Significant",0.241773929945787,0.241773929945787,"Not Capped"
"17606","chr5",180844559,180844959,401,"*",2.93674968288571,2.64419494039743,3.23474076053983,-0.371178194715277,0.573138627763902,0.999820495462944,5.24,7.16,4.32,7.89,6.64,10.51,5.87,13.68,7.6,"ZFP62","Not Significant",0.241740320456264,0.241740320456264,"Not Capped"
"17618","chr19",3360968,3361368,401,"*",5.03894971800763,4.87351476554538,5.22218267709841,-0.134775975729593,0.573467464107952,0.999820495462944,24.56,33.6,20.28,36.99,31.15,41.67,23.26,54.25,30.13,"NFIC","Not Significant",0.241491216924375,0.241491216924375,"Not Capped"
"17643","chr14",35533668,35534305,638,"*",4.95701312012707,4.92324742954134,4.99813837916947,0.137760840616091,0.57412841130023,0.999820495462944,25.42,34.77,20.99,38.28,32.24,35.67,19.92,46.45,25.8,"INSM2","Not Significant",0.240990961117735,0.240990961117735,"Not Capped"
"17650","chr7",149422298,149422698,401,"*",5.66553396975908,5.51085341572567,5.83813147196297,-0.113724795524447,0.574284642990546,0.999820495462944,38.2,52.26,31.54,57.53,48.45,63.86,35.65,83.14,46.18,"ZNF777","Not Significant",0.240872797080558,0.240872797080558,"Not Capped"
"17654","chr8",115667368,115667768,401,"*",4.1852207885635,3.99270478376042,4.39455204735035,-0.187217549929335,0.574323682733829,0.999820495462944,13.34,18.24,11.01,20.09,16.92,23.48,13.11,30.57,16.98,"TRPS1","Not Significant",0.240843274840975,0.240843274840975,"Not Capped"
"17664","chr10",3804395,3804795,401,"*",4.57822805119959,4.55407594950348,4.60786046318394,0.158695305149562,0.574505476064556,0.999820495462944,19.68,26.92,16.25,29.64,24.96,27.22,15.2,35.44,19.68,"KLF6","Not Significant",0.24070582735292,0.24070582735292,"Not Capped"
"17667","chr11",114159089,114159489,401,"*",3.94758699216081,3.74280209144401,4.16843071058947,-0.210470340107243,0.574566103301044,0.999820495462944,11.22,15.34,9.26,16.89,14.23,20.07,11.21,26.13,14.52,"ZBTB16","Not Significant",0.240659998921068,0.240659998921068,"Not Capped"
"17690","chr2",85309776,85310176,401,"*",4.35064243243198,4.16508277826641,4.55336119017045,-0.17392812342683,0.575183835644336,0.999820495462944,15.03,20.56,12.41,22.63,19.06,26.21,14.63,34.12,18.95,"TCF7L1","Not Significant",0.240193327404573,0.240193327404573,"Not Capped"
"17696","chr11",62601728,62602128,401,"*",6.89838596292111,6.85062336170906,6.9559479893764,0.107855009474834,0.575401752695637,0.999820495462944,96.69,132.27,79.83,145.62,122.64,138.58,77.37,180.43,100.22,"MTA2","Not Significant",0.240028819566158,0.240028819566158,"Not Capped"
"17699","chr2",60513798,60514198,401,"*",3.28424716935409,3.03206209323024,3.54784685826037,-0.299161893354913,0.575529934720481,0.999820495462944,6.85,9.37,5.66,10.32,8.69,13.05,7.29,17,9.44,"BCL11A","Not Significant",0.239932082727808,0.239932082727808,"Not Capped"
"17703","chr9",117310,117710,401,"*",2.86471031398656,2.57245746470418,3.16245073771341,-0.370493432559588,0.575758508188661,0.999820495462944,4.98,6.82,4.11,7.51,6.32,9.99,5.58,13.01,7.23,"FOXD4","Not Significant",0.239759635591981,0.239759635591981,"Not Capped"
"17717","chr19",43935126,43935526,401,"*",4.93368249754652,4.76655368734852,5.11857627644827,-0.138245645866536,0.576105583852613,0.999820495462944,22.8,31.19,18.83,34.34,28.93,38.78,21.65,50.49,28.05,"ZNF45","Not Significant",0.239497915392072,0.239497915392072,"Not Capped"
"17740","chr8",48921770,48922170,401,"*",3.86303285611034,3.86587453282664,3.85947287094711,0.217614991287818,0.576995276607654,0.999820495462944,12.22,16.71,10.09,18.4,15.49,16.2,9.05,21.09,11.72,"SNAI2","Not Significant",0.238827742046397,0.238827742046397,"Not Capped"
"17744","chr10",49360793,49361193,401,"*",3.73803224977585,3.74817690453806,3.72525028668668,0.23414233259422,0.57713744135601,0.999820495462944,11.26,15.4,9.3,16.95,14.28,14.76,8.24,19.22,10.68,"DRGX","Not Significant",0.238720750250595,0.238720750250595,"Not Capped"
"17746","chr20",25081994,25082394,401,"*",3.94212567330231,3.73761214455099,4.16271679549368,-0.209993280094802,0.577182097155119,0.999820495462944,11.18,15.29,9.23,16.83,14.18,19.99,11.16,26.03,14.46,"VSX1","Not Significant",0.238687148173352,0.238687148173352,"Not Capped"
"17749","chr7",26090834,26091234,401,"*",3.44286110141052,3.20967892091272,3.68963963398633,-0.263692470079315,0.577276541334687,0.999820495462944,7.75,10.6,6.4,11.67,9.83,14.4,8.04,18.75,10.42,"NFE2L3","Not Significant",0.23861609047625,0.23861609047625,"Not Capped"
"17762","chr20",63786103,63786503,401,"*",4.2090629805574,4.01918902325422,4.41589010780827,-0.182201153425852,0.577736048150545,0.999820495462944,13.58,18.58,11.22,20.46,17.23,23.83,13.3,31.02,17.23,"ZBTB46","Not Significant",0.238270533576058,0.238270533576058,"Not Capped"
"17830","chr2",48111374,48111774,401,"*",4.39285530801053,4.37298218669389,4.4173178254987,0.168030771766055,0.579731906092826,0.999820495462944,17.36,23.75,14.33,26.14,22.02,23.85,13.32,31.05,17.25,"FOXN2","Not Significant",0.236772797164609,0.236772797164609,"Not Capped"
"17865","chr18",79405783,79406183,401,"*",6.08794165734409,6.0388107130713,6.14709206265906,0.104834636082573,0.580946055194012,0.999820495462944,55.08,75.35,45.48,82.95,69.87,79.11,44.16,102.99,57.21,"NFATC1","Not Significant",0.235864192944017,0.235864192944017,"Not Capped"
"17873","chr9",124771330,124771730,401,"*",5.93147859751637,5.78056094919684,6.10031733655837,-0.106283245388786,0.581111875937,0.999820495462944,46.05,63,38.02,69.36,58.41,76.58,42.76,99.71,55.39,"NR6A1","Not Significant",0.23574024897836,0.23574024897836,"Not Capped"
"17881","chr1",8701275,8701675,401,"*",5.23347954574164,5.19353983515055,5.28189780964289,0.12447173512064,0.581352268868075,0.999820495462944,30.66,41.94,25.31,46.17,38.89,43.43,24.25,56.54,31.41,"RERE","Not Significant",0.235560628255589,0.235560628255589,"Not Capped"
"17890","chr9",33374917,33375317,401,"*",4.44596263912804,4.42366027217985,4.47336434236383,0.162623466816325,0.581520529484389,0.999820495462944,17.98,24.6,14.85,27.08,22.81,24.8,13.84,32.28,17.93,"NFX1","Not Significant",0.235434948718153,0.235434948718153,"Not Capped"
"17892","chr16",89721253,89721653,401,"*",6.42987033587815,6.37931585479931,6.49066973988295,0.101806244635538,0.581544575715686,0.999820495462944,69.75,95.4,57.58,105.03,88.46,100.38,56.04,130.69,72.59,"ZNF276","Not Significant",0.235416990745693,0.235416990745693,"Not Capped"
"17897","chr19",52028228,52028628,401,"*",5.59718551259929,5.443113752037,5.76917621916281,-0.112482841267443,0.581587351544981,0.999820495462944,36.45,49.86,30.09,54.89,46.23,60.88,33.99,79.26,44.03,"ZNF614","Not Significant",0.235385047152375,0.235385047152375,"Not Capped"
"17906","chr8",80874055,80874675,621,"*",4.93796884081652,4.77146671524189,5.12224860831503,-0.136897929799902,0.58189286661482,0.999820495462944,22.88,31.3,18.89,34.46,29.02,38.88,21.71,50.62,28.12,"ZNF704","Not Significant",0.235156966760551,0.235156966760551,"Not Capped"
"17911","chr6",144008206,144008606,401,"*",4.25307510904682,4.06563501296068,4.45758749938254,-0.177396233721451,0.582034540837554,0.999820495462944,14.03,19.19,11.58,21.13,17.79,24.53,13.69,31.93,17.74,"PLAGL1","Not Significant",0.235051241380992,0.235051241380992,"Not Capped"
"17918","chr2",2121271,2121671,401,"*",3.15894624400709,3.20098940926865,3.10460846368283,0.305206375269459,0.582314953398729,0.999820495462944,7.7,10.54,6.36,11.6,9.77,9.6,5.36,12.5,6.94,"MYT1L","Not Significant",0.234842057401557,0.234842057401557,"Not Capped"
"17926","chr11",65900406,65900806,401,"*",5.92461144708952,5.77366349940915,6.09348053049896,-0.10627686098153,0.58252730334125,0.999820495462944,45.83,62.7,37.84,69.03,58.14,76.22,42.55,99.24,55.12,"FOSL1","Not Significant",0.234683714228896,0.234683714228896,"Not Capped"
"17935","chr14",74217714,74218114,401,"*",4.67004861271103,4.64148539134568,4.70497530849244,0.149045211475381,0.582720252050219,0.999820495462944,20.91,28.6,17.26,31.49,26.52,29.11,16.25,37.9,21.05,"VSX2","Not Significant",0.234539888035099,0.234539888035099,"Not Capped"
"17937","chr19",36850381,36850781,401,"*",5.65865008263329,5.61250384612127,5.71433162432769,0.111144864474565,0.582862597222905,0.999820495462944,40.99,56.07,33.84,61.73,51.99,58.61,32.72,76.3,42.38,"ZNF790","Not Significant",0.234433812824111,0.234433812824111,"Not Capped"
"17964","chr12",51091739,51092139,401,"*",2.63240245007275,2.31639996895466,2.94957246767488,-0.410997743044394,0.583592602835796,0.999820495462944,4.17,5.71,3.45,6.28,5.29,8.62,4.81,11.23,6.24,"CSRNP2","Not Significant",0.233890221521484,0.233890221521484,"Not Capped"
"17974","chr19",57435085,57435485,401,"*",5.93128567485464,5.88255505805909,5.98997171501082,0.105625904215142,0.583977839707515,0.999820495462944,49.43,67.61,40.81,74.44,62.69,70.95,39.61,92.37,51.31,"ZNF749","Not Significant",0.233603632811136,0.233603632811136,"Not Capped"
"17980","chrX",83635142,83635542,401,"*",4.2712472281274,4.08487188005647,4.47474458482227,-0.175424219737637,0.584111886054519,0.999820495462944,14.22,19.45,11.74,21.41,18.03,24.82,13.86,32.31,17.95,"POU3F4","Not Significant",0.233503956240416,0.233503956240416,"Not Capped"
"17982","chr7",149072284,149072684,401,"*",3.37608047794441,3.13419464007851,3.63061526232835,-0.279902868634584,0.584206934754661,0.999820495462944,7.36,10.06,6.07,11.08,9.33,13.83,7.72,18,10,"ZNF786","Not Significant",0.233433292094055,0.233433292094055,"Not Capped"
"17990","chr16",88686287,88686687,401,"*",5.62411513372447,5.4705767805905,5.79557376282892,-0.111379451720681,0.584319836373761,0.999820495462944,37.15,50.82,30.67,55.95,47.12,62,34.61,80.72,44.84,"SNAI3","Not Significant",0.233349370096653,0.233349370096653,"Not Capped"
"18005","chr6",98811092,98811492,401,"*",3.08732779940452,2.82567523893251,3.35915398457249,-0.315956868287679,0.584655785744793,0.999820495462944,5.94,8.12,4.9,8.94,7.53,11.45,6.39,14.91,8.28,"POU3F2","Not Significant",0.233099748189585,0.233099748189585,"Not Capped"
"18015","chr2",175168207,175168607,401,"*",7.34614411203097,7.30091436657266,7.40075737701094,0.113364442467152,0.584843110618561,0.999820495462944,132.11,180.72,109.08,198.96,167.57,188.63,105.31,245.59,136.42,"ATF2","Not Significant",0.232960621662917,0.232960621662917,"Not Capped"
"18073","chr3",186108401,186108801,401,"*",4.24989043828285,4.23333894234168,4.2703162992999,0.175261958903484,0.58652734615886,0.999820495462944,15.76,21.56,13.01,23.73,19.99,21.54,12.03,28.04,15.58,"ETV5","Not Significant",0.231711734598698,0.231711734598698,"Not Capped"
"18075","chr7",4682025,4682425,401,"*",5.98520875847209,5.9356719680268,6.04482964645835,0.103958993292244,0.586578965606041,0.999820495462944,51.28,70.15,42.34,77.23,65.05,73.69,41.14,95.95,53.3,"FOXK1","Not Significant",0.231673514633705,0.231673514633705,"Not Capped"
"18080","chr8",105318740,105319140,401,"*",3.41610808729921,3.44244772334743,3.38249254328886,0.269803565401415,0.586767730946232,0.999820495462944,9.11,12.46,7.52,13.72,11.55,11.64,6.5,15.16,8.42,"ZFPM2","Not Significant",0.231533778021215,0.231533778021215,"Not Capped"
"18089","chr18",59268872,59269272,401,"*",4.10470933905135,4.09517980394094,4.11653341641468,0.19050301893701,0.586952225151486,0.999820495462944,14.32,19.59,11.82,21.56,18.16,19.36,10.81,25.21,14,"RAX","Not Significant",0.231397246618594,0.231397246618594,"Not Capped"
"18096","chr13",36884681,36885081,401,"*",2.59520684457159,2.28988766743713,2.90370874641629,-0.392718084837711,0.587172079429807,0.999820495462944,4.1,5.6,3.38,6.17,5.2,8.35,4.66,10.88,6.04,"SMAD9","Not Significant",0.231234603701415,0.231234603701415,"Not Capped"
"18126","chr22",22508630,22509030,401,"*",5.43392631751812,5.39024813408351,5.48672770156761,0.116463260429009,0.588171280357011,0.999820495462944,35.14,48.07,29.01,52.92,44.57,50.05,27.94,65.17,36.2,"ZNF280B","Not Significant",0.23049618534915,0.23049618534915,"Not Capped"
"18147","chr15",89750697,89751097,401,"*",5.32643657176097,5.16867157665724,5.50210055422585,-0.119638182820144,0.588742478978681,0.999820495462944,30.14,41.22,24.88,45.38,38.22,50.59,28.24,65.86,36.59,"MESP1","Not Significant",0.230074627818751,0.230074627818751,"Not Capped"
"18149","chr9",97741209,97741609,401,"*",4.04302849661035,4.03580830991473,4.05200321061688,0.195875215026528,0.588824642428582,0.999820495462944,13.74,18.8,11.35,20.69,17.43,18.52,10.34,24.11,13.39,"XPA","Not Significant",0.230014022979645,0.230014022979645,"Not Capped"
"18151","chr19",52821450,52821850,401,"*",3.78419885538694,3.78855401871661,3.77873634756277,0.220599106047049,0.58885759856776,0.999820495462944,11.58,15.84,9.56,17.44,14.68,15.32,8.55,19.95,11.08,"ZNF28","Not Significant",0.229989716475064,0.229989716475064,"Not Capped"
"18168","chr19",12791210,12791610,401,"*",6.92900121418704,6.77920113705179,7.09671983013615,-0.104112308330513,0.58930894550774,0.999820495462944,92.02,125.88,75.98,138.58,116.72,152.79,85.3,198.92,110.49,"JUNB","Not Significant",0.229656966413483,0.229656966413483,"Not Capped"
"18177","chr16",71462007,71462407,401,"*",4.88996659869289,4.72348845584382,5.07422285796704,-0.136805011078549,0.589743420127868,0.999820495462944,22.13,30.28,18.27,33.33,28.07,37.61,20.99,48.96,27.2,"ZNF23","Not Significant",0.229336895916042,0.229336895916042,"Not Capped"
"18199","chr3",147206264,147206664,401,"*",2.4080854636297,2.50781999567001,2.2728633947858,0.436405138059263,0.590336378923312,0.999820495462944,4.77,6.52,3.93,7.18,6.04,5.39,3.01,7.02,3.9,"ZIC4","Not Significant",0.228900452965765,0.228900452965765,"Not Capped"
"18222","chr12",19680960,19681360,401,"*",3.38985455792439,3.15662527212338,3.63667530715341,-0.263512681655943,0.590973598657316,0.999820495462944,7.47,10.22,6.17,11.25,9.48,13.88,7.75,18.08,10.04,"AEBP2","Not Significant",0.228431920495319,0.228431920495319,"Not Capped"
"18257","chr6",100439011,100439411,401,"*",2.9204949264428,2.98058449130482,2.84168276166818,0.345756824249803,0.592242101827125,0.999820495462944,6.61,9.05,5.46,9.96,8.39,8,4.47,10.42,5.79,"SIM1","Not Significant",0.227500722341405,0.227500722341405,"Not Capped"
"18263","chr1",212606820,212607220,401,"*",4.75270345845584,4.5830666241732,4.94004926745789,-0.142986873067032,0.592331566405885,0.999820495462944,20.08,27.47,16.58,30.24,25.47,34.27,19.13,44.61,24.78,"ATF3","Not Significant",0.227435122414617,0.227435122414617,"Not Capped"
"18267","chr2",241610173,241610573,401,"*",6.15101082245922,6.00317909366653,6.31675236330974,-0.100099397731383,0.592423024351732,0.999820495462944,53.74,73.51,44.37,80.93,68.16,88.98,49.68,115.85,64.35,"THAP4","Not Significant",0.227368071091759,0.227368071091759,"Not Capped"
"18297","chr4",120749808,120750208,401,"*",3.3010137053274,3.0581734422441,3.55639365870632,-0.281390526157595,0.593043255722496,0.999820495462944,6.98,9.55,5.76,10.51,8.85,13.13,7.33,17.1,9.5,"PRDM5","Not Significant",0.226913628665295,0.226913628665295,"Not Capped"
"18311","chr3",126357378,126357778,401,"*",5.31694598361395,5.27344192093322,5.36954376935736,0.116846133288066,0.59368455366062,0.999820495462944,32.41,44.33,26.75,48.8,41.1,46.15,25.76,60.08,33.37,"KLF15","Not Significant",0.226444250294464,0.226444250294464,"Not Capped"
"18316","chr8",31033559,31033959,401,"*",6.18029963181742,6.12877699580195,6.24221852472601,0.0997083053198372,0.593758553105248,0.999820495462944,58.63,80.2,48.4,88.29,74.36,84.5,47.18,110.01,61.11,"PURG","Not Significant",0.226390121300284,0.226390121300284,"Not Capped"
