"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL"
"646","chr9",124940944,124941344,401,"*",6.42158963582603,6.50316913588711,6.3126667250809,0.403190752838091,0.0318859374647911,0.999820495462944,76,103.96,62.75,114.45,96.39,88.73,49.54,115.52,64.17,"GOLGA1"
"647","chr1",3491179,3491579,401,"*",5.09424929201471,4.72787451210685,5.45077442070963,-0.507743667252259,0.0318924112162036,0.999820495462944,22.2,30.37,18.33,33.43,28.16,48.82,27.26,63.56,35.31,"MEGF6"
"648","chr2",27306771,27307171,401,"*",4.7968737349022,4.39848911427039,5.17717744642896,-0.562785305098924,0.0319441622166486,0.999820495462944,17.67,24.17,14.59,26.61,22.41,40.39,22.55,52.58,29.21,"UCN"
"649","chr8",81561922,81562322,401,"*",3.52616639802967,2.81456198318391,4.09827914146316,-1.05763715350362,0.0320431987193001,0.999820495462944,5.89,8.06,4.87,8.88,7.48,19.12,10.67,24.89,13.83,"FABP12"
"650","chr10",63217183,63217583,401,"*",4.13284634583203,4.34662790322706,3.8115401797919,0.742724158453999,0.0321329742713214,0.999820495462944,17.05,23.32,14.07,25.67,21.62,15.67,8.75,20.41,11.33,"JMJD1C"
"651","chr7",106865080,106865480,401,"*",4.50229944395514,4.67469276624727,4.253063670171,0.631145693832048,0.032136413256747,0.999820495462944,21.4,29.27,17.67,32.22,27.14,21.28,11.88,27.71,15.39,"PIK3CG"
"652","chr22",36384978,36385378,401,"*",5.78551887259194,5.87779080923184,5.66120525825461,0.428932471537152,0.0321489031566954,0.999820495462944,49.27,67.39,40.68,74.19,62.49,56.49,31.54,73.54,40.85,"MYH9"
"653","chr12",46303104,46303504,401,"*",3.59688769359027,2.94280896181111,4.13854976396976,-0.971821668184965,0.0321522717577423,0.999820495462944,6.44,8.81,5.32,9.7,8.17,19.66,10.98,25.6,14.22,"SLC38A1"
"654","chr21",37073067,37073467,401,"*",6.55580302077193,6.63649897138083,6.44813951458592,0.40111472542909,0.0322727366537279,0.999820495462944,83.36,114.02,68.82,125.53,105.73,97.46,54.41,126.89,70.49,"PIGP"
"655","chr20",39050032,39050432,401,"*",5.26329257432502,4.91089111574043,5.60914423578954,-0.483372120946624,0.0323194298292716,0.999820495462944,25.2,34.48,20.81,37.96,31.97,54.49,30.42,70.94,39.4,"DHX35"
"656","chr1",54633633,54634033,401,"*",2.52202275188455,1.29221941105529,3.30193845746682,-1.74878549800399,0.0323587333449233,0.999820495462944,2.05,2.81,1.69,3.09,2.6,11.01,6.15,14.33,7.96,"MROH7-TTC4"
"657","chr12",53508555,53508955,401,"*",5.21888144912519,4.86265662998067,5.56767172367906,-0.490113209404118,0.0323996363263855,0.999820495462944,24.38,33.34,20.13,36.71,30.92,52.94,29.56,68.93,38.29,"NPFF"
"658","chr16",57266480,57266880,401,"*",5.02223491382293,5.15091918542917,4.84334064659292,0.518819056313401,0.0324531361836922,0.999820495462944,29.77,40.72,24.58,44.83,37.76,32.04,17.89,41.72,23.17,"PLLP"
"659","chr8",107497023,107497423,401,"*",3.15694348129841,2.32056862592516,3.78915460372139,-1.23701738023408,0.0325397037483224,0.999820495462944,4.19,5.72,3.46,6.3,5.31,15.43,8.62,20.09,11.16,"ANGPT1"
"660","chr19",8363982,8364382,401,"*",4.60252312351346,4.17634474172448,5.00274597340887,-0.60980777215909,0.0326230390679924,0.999820495462944,15.15,20.72,12.51,22.81,19.21,35.79,19.98,46.59,25.88,"ANGPTL4"
"661","chr19",39335734,39336134,401,"*",5.36221232536879,5.01702112942718,5.70248453942152,-0.470720723360901,0.0326305506819573,0.999820495462944,27.13,37.11,22.4,40.85,34.41,58.13,32.45,75.68,42.04,"GMFG"
"662","chr10",102231674,102232074,401,"*",4.95556320248693,4.57769800220738,5.32073008080116,-0.52764497301813,0.0326870273263333,0.999820495462944,20.01,27.37,16.52,30.13,25.38,44.61,24.91,58.08,32.26,"PITX3"
"663","chr22",45605055,45605455,401,"*",2.93459859937901,1.93893013022446,3.63336887512232,-1.45402435839583,0.0327134717866403,0.999820495462944,3.21,4.39,2.65,4.84,4.07,13.85,7.73,18.03,10.02,"LINC01589"
"664","chr2",75560744,75561144,401,"*",3.91069428192963,3.35853745719346,4.39354285115635,-0.814573279409854,0.0328323145664939,0.999820495462944,8.59,11.76,7.1,12.94,10.9,23.46,13.1,30.55,16.97,"EVA1A"
"665","chr12",39619854,39620254,401,"*",5.34635868595952,5.4562435486453,5.19607356068446,0.47200005433834,0.0328555528492272,0.999820495462944,36.78,50.31,30.37,55.39,46.65,40.92,22.85,53.28,29.59,"ABCD2"
"666","chr13",22061656,22062056,401,"*",4.20754671603699,3.72010401922292,4.64944400295649,-0.711173353180509,0.0328774675756918,0.999820495462944,11.04,15.1,9.12,16.63,14,28.01,15.64,36.47,20.26,"LINC00540"
"667","chr12",9025023,9025423,401,"*",5.33400798963829,5.44971345831377,5.1749651440847,0.486473403470142,0.0329126956297537,0.999820495462944,36.62,50.09,30.23,55.14,46.44,40.33,22.51,52.5,29.16,"KLRG1"
"668","chr17",78289772,78290172,401,"*",4.80165901191817,4.40941487185381,5.17747212606914,-0.552257091145414,0.0330619120732941,0.999820495462944,17.8,24.35,14.7,26.81,22.58,40.4,22.55,52.59,29.21,"LINC01993"
"669","chr3",161852518,161852918,401,"*",3.47578560153185,3.79123241896155,2.94984000084176,1.04204971694173,0.0332270173271736,0.999820495462944,11.6,15.87,9.58,17.47,14.71,8.62,4.82,11.23,6.24,"OTOL1"
"670","chr20",29885584,29885984,401,"*",4.6118813157301,4.78705433917596,4.35797946706388,0.638797690311759,0.0333130054842853,0.999820495462944,23.13,31.64,19.1,34.83,29.34,22.89,12.78,29.8,16.55,"FAM242B"
"671","chr20",61101926,61102326,401,"*",2.6744668333942,1.54343006105262,3.42229730005371,-1.628504259866,0.0333298156456435,0.999820495462944,2.44,3.34,2.02,3.68,3.1,11.97,6.68,15.58,8.65,"LINC01718"
"672","chr14",89976449,89976849,401,"*",2.83349042986475,3.27037371013063,1.99157936965747,1.45984357495042,0.0333787873169491,0.999820495462944,8.08,11.06,6.67,12.17,10.25,4.44,2.48,5.78,3.21,"TDP1"
"673","chr1",201170769,201171169,401,"*",5.10303527618209,5.22722551281838,4.93106597827736,0.507635907281032,0.033508856030492,0.999820495462944,31.38,42.93,25.91,47.26,39.81,34.05,19.01,44.34,24.63,"TMEM9"
"674","chr9",128587410,128587810,401,"*",4.64823723611067,4.23578422393893,5.03870575790335,-0.586663763128608,0.0335140231235407,0.999820495462944,15.79,21.59,13.03,23.77,20.02,36.69,20.48,47.77,26.53,"SPTAN1"
"675","chr10",65012492,65012892,401,"*",3.39583561714898,2.69116629906939,3.96437475026961,-1.04624127976929,0.0335213222163224,0.999820495462944,5.41,7.4,4.47,8.15,6.86,17.42,9.73,22.69,12.6,"LINC02671"
"676","chr5",123855777,123856177,401,"*",3.01804561827856,2.06398400470984,3.70041977541647,-1.39796162949516,0.033525170234042,0.999820495462944,3.5,4.79,2.89,5.28,4.44,14.51,8.1,18.89,10.49,"CSNK1G3"
"677","chr17",63911366,63911766,401,"*",3.73272069764667,3.12335390630284,4.24938600133026,-0.903785726122189,0.0335308002444047,0.999820495462944,7.3,9.99,6.03,10.99,9.26,21.23,11.85,27.64,15.35,"CSHL1"
"678","chr20",13816029,13816429,401,"*",3.34602265631353,2.60439097617144,3.93331255290477,-1.1014438333576,0.0335410349851828,0.999820495462944,5.1,6.97,4.21,7.67,6.46,17.05,9.52,22.2,12.33,"NDUFAF5"
"679","chr9",23063620,23064020,401,"*",3.74317602177652,4.01230818443434,3.315865140765,0.900353585723948,0.0336542207641022,0.999820495462944,13.52,18.49,11.16,20.36,17.15,11.12,6.21,14.47,8.04,"LINC01239"
"680","chr17",42040537,42040937,401,"*",3.69786496415167,3.08326143580367,4.21752090108849,-0.911774752628284,0.0337951803590375,0.999820495462944,7.1,9.71,5.86,10.69,9.01,20.77,11.59,27.04,15.02,"ZNF385C"
"681","chr18",9091135,9091535,401,"*",5.33309960447082,5.44535480859088,5.17925872446261,0.477747721946858,0.0338146906167242,0.999820495462944,36.51,49.94,30.14,54.98,46.3,40.45,22.58,52.66,29.25,"NDUFV2"
"682","chrX",49002156,49002556,401,"*",5.07972236807499,5.20306967474304,4.90904587492976,0.505408290437031,0.0339036507965612,0.999820495462944,30.86,42.22,25.48,46.48,39.15,33.54,18.72,43.66,24.25,"GRIPAP1"
"683","chr9",6704095,6704495,401,"*",5.60570132932652,5.27458541776959,5.93493777957145,-0.445981170009188,0.0339184022444589,0.999820495462944,32.43,44.36,26.78,48.84,41.13,68.29,38.13,88.91,49.39,"KDM4C"
"684","chr17",35119619,35120019,401,"*",5.72747783890216,5.81872094672084,5.60465726748576,0.426365016684736,0.0339966073400418,0.999820495462944,47.29,64.69,39.04,71.22,59.98,54.32,30.32,70.72,39.28,"RAD51D"
"685","chr1",71098136,71098536,401,"*",2.65999352317438,1.57324239053827,3.39245762792432,-1.56925619184566,0.0340108690227032,0.999820495462944,2.49,3.41,2.06,3.75,3.16,11.72,6.54,15.26,8.48,"ZRANB2-AS2"
"686","chr1",44052217,44052617,401,"*",3.0634887089751,2.1423602021553,3.73240684758973,-1.353237301093,0.0342258070557983,0.999820495462944,3.7,5.06,3.05,5.57,4.69,14.84,8.28,19.32,10.73,"SLC6A9"
"687","chr10",6144714,6145114,401,"*",5.92799499633938,6.01263608870526,5.81469359855103,0.410371145981839,0.0342806494185747,0.999820495462944,54.09,73.99,44.66,81.46,68.61,62.83,35.08,81.8,45.44,"PFKFB3"
"688","chr1",203764919,203765319,401,"*",4.96559720822012,4.58820418613038,5.33041133804937,-0.526888804358862,0.0342899890223321,0.999820495462944,20.15,27.57,16.64,30.35,25.56,44.91,25.07,58.47,32.48,"LAX1"
"689","chr4",104344596,104344996,401,"*",4.00413237043955,4.23881861210932,3.64417293298995,0.801546497266413,0.034316660763606,0.999820495462944,15.82,21.64,13.06,23.82,20.06,13.96,7.79,18.17,10.09,"CXXC4"
"690","chr13",111115285,111115685,401,"*",3.90051818056282,3.34657752446233,4.38445383613472,-0.817581258164117,0.0343449102538312,0.999820495462944,8.52,11.66,7.04,12.83,10.81,23.31,13.02,30.35,16.86,"ARHGEF7-AS2"
"691","chr9",5304354,5304754,401,"*",3.81940957043772,4.0728211792989,3.42342722699266,0.854687148001641,0.0343635565910964,0.999820495462944,14.1,19.29,11.64,21.23,17.88,11.98,6.69,15.59,8.66,"RLN2"
"692","chr20",29883695,29884095,401,"*",4.04639184731942,3.52358738185355,4.51103721435116,-0.768253353447962,0.034364367685893,0.999820495462944,9.64,13.18,7.96,14.51,12.22,25.45,14.21,33.14,18.41,"FAM242B"
"693","chr15",36046983,36047383,401,"*",3.26789116103166,2.49557522490997,3.87020923006371,-1.14452372828882,0.0344006897365286,0.999820495462944,4.72,6.46,3.9,7.12,5.99,16.32,9.11,21.25,11.8,"MIR4510"
"694","chr7",19708889,19709289,401,"*",6.25501043737818,6.33635350156506,6.1464247238522,0.40254243651862,0.0344891602386936,0.999820495462944,67.7,92.61,55.89,101.95,85.87,79.07,44.14,102.95,57.18,"POLR1F"
"695","chr5",149872381,149872781,401,"*",2.84864533363614,3.28717042751644,2.00174327463363,1.46649353210892,0.0346388400449788,0.999820495462944,8.18,11.19,6.75,12.32,10.37,4.47,2.5,5.82,3.23,"PDE6A"
"696","chr6",15404190,15404590,401,"*",3.41851113297634,2.68541007265246,4.00153747787203,-1.08942209602279,0.0346488730858954,0.999820495462944,5.39,7.37,4.45,8.12,6.84,17.88,9.98,23.28,12.93,"JARID2"
"697","chr7",100100997,100101397,401,"*",5.66193575240608,5.75506215696622,5.53638014244657,0.4309366776477,0.0346499119678415,0.999820495462944,45.25,61.89,37.36,68.14,57.39,51.81,28.92,67.45,37.47,"MCM7"
"698","chr4",133584635,133585035,401,"*",3.50517943083599,2.81301789838002,4.06720707685152,-1.0286490666384,0.0346984555442448,0.999820495462944,5.89,8.05,4.86,8.87,7.47,18.71,10.45,24.36,13.53,"PCDH10"
"699","chr2",135985527,135985927,401,"*",5.48840826150837,5.1584709940645,5.81671183417278,-0.443695715636008,0.0347892443931423,0.999820495462944,29.92,40.93,24.71,45.06,37.95,62.92,35.13,81.91,45.5,"DARS1"
"700","chr2",85561335,85561735,401,"*",6.12797410931619,6.20853479683279,6.02050324106644,0.400574877366227,0.0348082725795823,0.999820495462944,61.96,84.75,51.16,93.31,78.59,72.46,40.45,94.34,52.4,"GGCX"
"701","chr6",119312872,119313272,401,"*",4.00856268949074,4.24149926314842,3.65190020075772,0.796287109278635,0.0348465657761509,0.999820495462944,15.85,21.68,13.08,23.87,20.1,14.03,7.83,18.27,10.15,"MAN1A1"
"702","chr1",79865197,79865597,401,"*",2.89987384286499,3.32225521676114,2.10107539942376,1.40513895089953,0.0348779014732439,0.999820495462944,8.38,11.46,6.92,12.62,10.63,4.79,2.67,6.24,3.46,"ADGRL4"
"703","chr2",46304170,46304570,401,"*",3.35816114241509,2.61187183549159,3.94776300028657,-1.10781784443054,0.0348893566159026,0.999820495462944,5.12,7.01,4.23,7.71,6.5,17.22,9.62,22.43,12.46,"EPAS1"
"704","chr16",30355169,30355569,401,"*",5.59626455790842,5.26767333546046,5.92350108598927,-0.441398248916903,0.0348976483247758,0.999820495462944,32.28,44.15,26.65,48.61,40.94,67.75,37.82,88.21,49,"CD2BP2"
"705","chr4",2151831,2152231,401,"*",2.76063330695927,1.73036528191322,3.47254754906722,-1.49586748501856,0.0349152684693543,0.999820495462944,2.78,3.8,2.3,4.19,3.53,12.39,6.92,16.13,8.96,"POLN"
"706","chr10",45000781,45001181,401,"*",5.18369398890978,4.83017662411526,5.53040475352066,-0.485193843777584,0.0349251896627667,0.999820495462944,23.83,32.6,19.68,35.89,30.23,51.59,28.8,67.17,37.31,"ZNF22-AS1"
"707","chr12",72720835,72721235,401,"*",3.64664116152948,3.92874609296311,3.19268926979566,0.93881657556226,0.0349475335951686,0.999820495462944,12.76,17.45,10.53,19.21,16.18,10.21,5.7,13.29,7.38,"TRHDE"
"708","chr15",96352265,96352665,401,"*",3.44034847486796,2.73231269612141,4.01062557449468,-1.0521457158691,0.034998302808385,0.999820495462944,5.57,7.62,4.6,8.38,7.06,17.99,10.04,23.42,13.01,"MIR1469"
"709","chr12",25946020,25946420,401,"*",3.06920231638953,2.2058963728753,3.71341452792815,-1.27295697333956,0.0350192422287187,0.999820495462944,3.87,5.29,3.19,5.82,4.9,14.64,8.17,19.06,10.59,"RASSF8-AS1"
"710","chr12",5767950,5768350,401,"*",3.28520450756174,2.53009796023466,3.87915265429233,-1.11961040829058,0.0350399245957014,0.999820495462944,4.84,6.62,4,7.29,6.14,16.42,9.17,21.38,11.88,"ANO2"
"711","chr2",72917412,72917812,401,"*",4.62825440280218,4.21685117521213,5.0179703006502,-0.584705211470508,0.0350813712688862,0.999820495462944,15.58,21.31,12.86,23.46,19.76,36.17,20.19,47.09,26.16,"EMX1"
"712","chr6",35302837,35303237,401,"*",5.34442436059595,5.45264969438876,5.19662002868325,0.467837547459921,0.0351471845005221,0.999820495462944,36.69,50.19,30.29,55.26,46.54,40.94,22.85,53.3,29.6,"DEF6"
"713","chr10",43420372,43420772,401,"*",5.68352253646036,5.77603666578335,5.55885707079794,0.429435679180505,0.0351520533437869,0.999820495462944,45.91,62.8,37.91,69.14,58.23,52.62,29.38,68.51,38.05,"SNORD3J"
"714","chr3",105882552,105882952,401,"*",3.84674946614322,4.09190764459359,3.46681333223026,0.830557142119392,0.0351899157924105,0.999820495462944,14.29,19.54,11.8,21.52,18.12,12.34,6.89,16.07,8.93,"CBLB"
"715","chr6",157221306,157221706,401,"*",4.73736100190407,4.88546867224173,4.52789317188822,0.568076804433072,0.035280999957583,0.999820495462944,24.76,33.87,20.45,37.29,31.41,25.75,14.38,33.53,18.62,"ARID1B"
"716","chr19",47436658,47437058,401,"*",4.79490678054242,4.39963075844969,5.1729412773752,-0.557536336416132,0.0353058731450924,0.999820495462944,17.68,24.19,14.6,26.63,22.43,40.27,22.48,52.43,29.12,"SLC8A2"
"717","chr18",54828345,54828745,401,"*",4.59346105449261,4.75221562694313,4.36677586196888,0.595578855620214,0.0353235819907774,0.999820495462944,22.58,30.89,18.64,34,28.64,23.03,12.86,29.98,16.66,"RAB27B"
"718","chr8",50549658,50550058,401,"*",2.63577799027567,1.53031302687193,3.3748130921822,-1.59426517799109,0.0353579088293116,0.999820495462944,2.42,3.31,2,3.64,3.07,11.58,6.46,15.08,8.37,"SNTG1"
"719","chr20",31822690,31823090,401,"*",4.71658714263011,4.31298640709093,5.10067958161723,-0.571597381321518,0.0354070421223517,0.999820495462944,16.65,22.78,13.75,25.08,21.12,38.3,21.38,49.87,27.7,"MYLK2"
"720","chr3",124836960,124837360,401,"*",2.97014263268593,3.38605792555683,2.19002412540056,1.38308250634368,0.0354547850867512,0.999820495462944,8.76,11.98,7.23,13.19,11.11,5.09,2.84,6.63,3.68,"ITGB5"
"721","chr1",100959677,100960077,401,"*",3.37349987845041,3.69633123078475,2.83087653364005,1.06428895119251,0.03546509348453,0.999820495462944,10.86,14.86,8.97,16.36,13.78,7.94,4.43,10.34,5.74,"SLC30A7"
"722","chr1",38977624,38978024,401,"*",4.73473307744396,4.88121916116287,4.52785857079647,0.563857081338368,0.0355120041190491,0.999820495462944,24.69,33.78,20.39,37.18,31.32,25.75,14.38,33.53,18.62,"AKIRIN1"
"723","chr4",185165595,185165995,401,"*",3.60362784168376,3.89275012859342,3.13495522754255,0.960115975844737,0.035582576818795,0.999820495462944,12.44,17.02,10.27,18.74,15.78,9.81,5.47,12.77,7.09,"CFAP97"
"724","chr14",68782069,68782469,401,"*",4.60049312446829,4.18614707353982,4.99231645259502,-0.58987320424544,0.0355832544997879,0.999820495462944,15.25,20.86,12.59,22.97,19.34,35.53,19.84,46.26,25.7,"ZFP36L1"
"725","chr13",65552448,65552848,401,"*",2.79483692137002,1.80236934846783,3.49236904802668,-1.44587659740057,0.0356091452322866,0.999820495462944,2.92,4,2.41,4.4,3.71,12.56,7.01,16.36,9.08,"LINC01052"
"726","chr13",70107600,70108000,401,"*",3.98454845418576,3.45527796291556,4.45325555132864,-0.778433812294404,0.0356616706509088,0.999820495462944,9.19,12.57,7.59,13.84,11.66,24.45,13.65,31.84,17.68,"ATXN8OS"
"727","chr3",68007779,68008179,401,"*",4.8309280716914,4.97166357532778,4.63318949423231,0.549293988604994,0.035667658910349,0.999820495462944,26.29,35.96,21.7,39.59,33.34,27.7,15.46,36.06,20.03,"TAFA1"
"728","chr8",127169925,127170325,401,"*",4.12408401486244,3.62291003271799,4.57492362204494,-0.733176596956101,0.0357482278296976,0.999820495462944,10.32,14.12,8.52,15.54,13.09,26.6,14.85,34.64,19.24,"PCAT2"
"729","chr16",57433923,57434323,401,"*",4.3316922299996,4.51865038221011,4.05773648740672,0.669887566991017,0.0357810951922738,0.999820495462944,19.2,26.27,15.86,28.92,24.36,18.59,10.38,24.2,13.44,"CIAPIN1"
"730","chr1",230426365,230426765,401,"*",4.36968639621654,3.92018697912955,4.78612502593091,-0.648615136719175,0.0358249235605181,0.999820495462944,12.68,17.35,10.47,19.1,16.09,30.8,17.19,40.1,22.27,"PGBD5"
"731","chr2",23532500,23532900,401,"*",4.85882872211995,4.9959774577341,4.66674099217089,0.540087395746941,0.0358584226780235,0.999820495462944,26.74,36.57,22.07,40.26,33.91,28.35,15.83,36.91,20.5,"KLHL29"
"732","chr8",144049020,144049420,401,"*",5.17287604258615,4.81969692268465,5.51932652666976,-0.484685767546951,0.0358904413673568,0.999820495462944,23.66,32.37,19.53,35.63,30.01,51.2,28.58,66.66,37.03,"SMPD5"
"733","chr17",76983099,76983499,401,"*",3.8793903731336,3.32923043422109,4.36101944823437,-0.811171539267123,0.0359463294192606,0.999820495462944,8.42,11.52,6.95,12.68,10.68,22.94,12.81,29.86,16.59,"LOC105371899"
"734","chr2",3099176,3099576,401,"*",3.15875521736113,3.51776675654851,2.53018343422607,1.18184701070079,0.0360075811581436,0.999820495462944,9.6,13.13,7.92,14.45,12.17,6.45,3.6,8.39,4.66,"LINC01250"
"735","chr8",87174923,87175323,401,"*",3.75842312349809,4.01922828331943,3.34783380891807,0.876698494571837,0.0360117535473587,0.999820495462944,13.58,18.58,11.22,20.46,17.23,11.36,6.34,14.8,8.22,"CNBD1"
"736","chr6",107489179,107489579,401,"*",4.25471791841811,3.77956095058797,4.68849393380914,-0.690855550392868,0.0360281697653747,0.999820495462944,11.51,15.74,9.5,17.33,14.59,28.78,16.07,37.47,20.82,"SOBP"
"737","chr11",125166522,125166922,401,"*",4.32118026027589,3.85988075248206,4.745656682338,-0.668240553168342,0.0361407375810147,0.999820495462944,12.16,16.64,10.04,18.32,15.43,29.95,16.72,38.99,21.66,"PKNOX2"
"738","chr17",7174162,7174562,401,"*",4.43074224997897,3.98660414628735,4.84349220656893,-0.639768290368324,0.0361537382244035,0.999820495462944,13.28,18.17,10.97,20,16.85,32.05,17.89,41.72,23.18,"ASGR1"
"739","chr19",43525405,43525805,401,"*",4.40550044501609,3.96240419502431,4.81753089819388,-0.637963165939265,0.0361725167116184,0.999820495462944,13.06,17.87,10.78,19.67,16.57,31.48,17.57,40.98,22.76,"ZNF575"
"740","chr10",100656005,100656405,401,"*",3.98649164693637,3.45681462219551,4.45545312565595,-0.778877636477957,0.0362754671481769,0.999820495462944,9.2,12.58,7.6,13.85,11.67,24.49,13.67,31.88,17.71,"PAX2"
"741","chrX",70434406,70434806,401,"*",3.82960124327999,3.26814976746972,4.31809044655509,-0.829165431204415,0.0364006539868661,0.999820495462944,8.07,11.04,6.66,12.16,10.24,22.27,12.43,28.99,16.1,"GDPD2"
"742","chr5",31825290,31826048,759,"*",4.47401058983282,4.64788163128929,4.22229727867421,0.634915387964268,0.0364129988357681,0.999820495462944,21,28.73,17.34,31.63,26.64,20.84,11.63,27.13,15.07,"PDZD2"
