# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	NKX1-1 (-105492)
Region15767	TECRL (+876591)
Region15768	TCF21 (+2289)
Region15769	FAM53A (+78942)
Region15770	RCN1 (+603)
Region15771	ARL4C (-48534)
Region15772	LAT (+226)
Region15773	BHMT (-171)
Region15774	HNRNPR (-136)
Region15775	DHRS4L2 (+25352)
Region15776	OR4B1 (-106732)
Region15777	RHOXF2B (+62020)
Region15778	IPO7 (-7)
Region15779	ADGRG1 (-28530)
Region15780	FBXO33 (+65315)
Region15781	SCN7A (-141685)
Region15782	PRR16 (-95135)
Region15783	HEY1 (+2422)
Region15784	ZNF518A (+8)
Region15785	CCDC90B (-86791)
Region15786	NCK2 (-122)
Region15787	NBPF1 (-31240)
Region15788	DDAH1 (+28078)
Region15789	HPSE2 (+111350)
Region15790	SHH (+72990)
Region15791	NBPF26 (-179305)
Region15792	TWIST2 (+12372)
Region15793	IZUMO3 (-689348)
Region15794	CCDC115 (-453)
Region15795	DOPEY2 (-7996)
Region15796	SLC22A23 (+85779)
Region15797	INPP4B (+149417)
Region15798	CYTH1 (+7544)
Region15799	RBL1 (+14132)
Region15800	FBXO42 (-33746)
Region15801	MTCH2 (-7)
Region15802	HS3ST5 (+79)
Region15803	PARP16 (-9137)
Region15804	PDE3A (-233646)
Region15805	TSPAN2 (-9988)
Region15806	ZRANB2 (-132155)
Region15807	ITPKB (+35601)
Region15808	SYK (-68721)
Region15809	GK (-130)
Region15810	PUSL1 (-61)
Region15811	QKI (+405560)
Region15812	NNMT (-74491)
Region15813	ARRDC3 (-794820)
Region15814	OLFM4 (+756284)
Region15815	FRYL (+50427)
Region15816	IFT122 (+54)
Region15817	FUOM (+135)
Region15818	FSTL5 (+591129)
Region15819	ATP2B1 (-444647)
Region15820	LUZP2 (+242118)
Region15821	PPIAL4C (-25263)
Region15822	PRPF4B (-12723)
Region15823	HPDL (-23182)
Region15824	ZNF703 (-321385)
Region15825	HMGXB3 (-184)
Region15826	KCTD10 (+18)
Region15827	ZBTB8B (+6325)
Region15828	ZNF32 (-167540)
Region15829	CD27 (-17754)
Region15830	GPX5 (+28452)
Region15831	SIRT6 (+9491)
Region15832	C1QBP (-12)
Region15833	TIGD2 (+45128)
Region15834	TPBGL (+34734)
Region15835	GGT7 (-26)
Region15836	PLXNC1 (-46574)
Region15837	RBFOX1 (-157489)
Region15838	EFHD2 (-82)
Region15839	B3GNT9 (-4239)
Region15840	AFF4 (-123)
Region15841	GPR12 (+39224)
Region15842	CASP4 (+51314)
Region15843	MEGF10 (-61244)
Region15844	SBNO1 (-14821)
Region15845	EWSR1 (-125)
Region15846	AHNAK (+84)
Region15847	ZFYVE21 (-151)
Region15848	HNRNPD (+558)
Region15849	POP4 (+2173)
Region15850	NONE
Region15851	APLP2 (-125)
Region15852	EFNA5 (+214299)
Region15853	PATL2 (-6554)
Region15854	CEP55 (-90)
Region15855	MAP2K7 (-163)
Region15856	SELENON (-3406)
Region15857	PTGER4 (-26072)
Region15858	C1GALT1 (-124)
Region15859	BCORL1 (+19106)
Region15860	TMEM117 (+140232)
Region15861	TMEM105 (-15684)
Region15862	LTF (+16069)
Region15863	UBAC2 (-24030)
Region15864	RRAGB (+32438)
Region15865	FOXO1 (+171425)
Region15866	TRIP12 (-356)
Region15867	FOXC1 (-54751)
Region15868	CYP2E1 (-55)
Region15869	MRPS25 (+34)
Region15870	ONECUT3 (-5528)
Region15871	TMED3 (+40)
Region15872	WIPI1 (+43500)
Region15873	SLC22A8 (-20117)
Region15874	TMEM201 (+642)
Region15875	SNX9 (+469)
Region15876	MOSPD3 (-247)
Region15877	APLN (-23460)
Region15878	PGK2 (-18145)
Region15879	REST (+336)
Region15880	FEZ1 (+869)
Region15881	GLUD1 (-119832)
Region15882	TRERF1 (+61575)
Region15883	ADAM23 (-27929)
Region15884	TMEM132D (+85498)
Region15885	CNEP1R1 (+689)
Region15886	FMNL3 (-224)
Region15887	CPT1C (-42)
Region15888	TTC21A (-156)
Region15889	NOL4 (-1060)
Region15890	ZHX2 (-142248)
Region15891	STK17B (-12293)
Region15892	HSF2 (+17)
Region15893	CACNA2D1 (-329236)
Region15894	ZNF431 (-74)
Region15895	SYCE1 (-25488)
Region15896	CCDC58 (+64)
Region15897	AMPD3 (+5454)
Region15898	NONE
Region15899	OR2AJ1 (+12245)
Region15900	ZFP36L1 (+443702)
Region15901	TSHZ3 (+250460)
Region15902	FXR1 (+19166)
Region15903	ZNF781 (+44)
Region15904	VPS45 (+342)
Region15905	C1RL (+693)
Region15906	SLC35A2 (-74)
Region15907	NCALD (+443)
Region15908	DUSP10 (-354170)
Region15909	OXT (+585)
Region15910	CREBBP (-82666)
Region15911	XCL2 (+98787)
Region15912	ITGBL1 (+464382)
Region15913	MRPL36 (+15183)
Region15914	HK2 (+6564)
Region15915	LYPD6B (-21073)
Region15916	CD1D (+24140)
Region15917	ITGB1BP1 (+23666)
Region15918	ZNF117 (+35696)
Region15919	GOLIM4 (-489465)
Region15920	TPH2 (-8390)
Region15921	SDK2 (-78397)
Region15922	PGRMC2 (-96700)
Region15923	SNX27 (-48)
Region15924	RAI1 (+13285)
Region15925	BSCL2 (+1076)
Region15926	NTN5 (+11856)
Region15927	NOSIP (-28)
Region15928	TP53INP2 (+255)
Region15929	SMIM12 (+99)
Region15930	FDPS (-181)
Region15931	TMEM263 (+48)
Region15932	TUSC5 (+53091)
Region15933	ZNF687 (-222)
Region15934	CES2 (+13166)
Region15935	BNIP3L (+58166)
Region15936	COL3A1 (-29677)
Region15937	KLF13 (+39158)
Region15938	RALBP1 (-41364)
Region15939	PCDH20 (-690747)
Region15940	MFSD9 (-21)
Region15941	OPN1LW (-7409)
Region15942	MTERF4 (-6449)
Region15943	FRMD5 (-24629)
Region15944	KCTD5 (-9003)
Region15945	NONE
Region15946	EPHB3 (-36246)
Region15947	ERC2 (-26480)
Region15948	PTGER4 (-268989)
Region15949	RAB38 (-56640)
Region15950	CDIPT (-13193)
Region15951	OAT (+29560)
Region15952	NDUFV2 (-28771)
Region15953	CDH9 (+119016)
Region15954	TMCC2 (+772)
Region15955	RRP12 (+7011)
Region15956	COL9A1 (+42721)
Region15957	MICB (-155)
Region15958	TCEAL7 (+8513)
Region15959	ENSG00000283516 (+40388)
Region15960	STMN3 (+11281)
Region15961	ESCO2 (+44)
Region15962	ENSG00000283563 (+2)
Region15963	CIZ1 (+341)
Region15964	SNPH (+24)
Region15965	MOXD1 (-36)
Region15966	TP53INP1 (-25)
Region15967	KY (-35214)
Region15968	SPINK5 (-58421)
Region15969	KDELR1 (+271)
Region15970	NONE
Region15971	ARHGAP39 (+38259)
Region15972	KIAA1549 (+77679)
Region15973	SKA1 (-22)
Region15974	ACP2 (+12)
Region15975	SLC32A1 (+7083)
Region15976	TAC4 (-32691)
Region15977	PRR20C (-271614)
Region15978	KCNS2 (-22637)
Region15979	CHTF8 (-2)
Region15980	SVIP (-369100)
Region15981	WIPF1 (-268)
Region15982	ATP2B2 (-98045)
Region15983	TOB1 (-90599)
Region15984	TMEM248 (-168)
Region15985	CBLN1 (+274175)
Region15986	SUMF1 (+98)
Region15987	HIST1H2BD (-149)
Region15988	CHL1 (+43619)
Region15989	MACF1 (+108074)
Region15990	ZNF628 (+289)
Region15991	NONE
Region15992	ST3GAL1 (-265538)
Region15993	NAGLU (-24531)
Region15994	KLF14 (+52)
Region15995	ARMC9 (+21752)
Region15996	TAF8 (-40114)
Region15997	TBK1 (-5497)
Region15998	IZUMO3 (-656815)
Region15999	RAPGEF1 (+40837)
Region16000	ABR (-23685)
Region16001	POU2F2 (+23729)
Region16002	RANBP2 (+67253)
Region16003	MAN1B1 (-109)
Region16004	OTUB2 (-20)
Region16005	NONE
Region16006	AFAP1 (-61536)
Region16007	ROR1 (-50574)
Region16008	FAM159B (+454)
Region16009	POU5F1B (-217238)
Region16010	NDUFA6 (+15)
Region16011	LMOD1 (-8)
Region16012	ACVR1C (+228)
Region16013	TRPM4 (+68475)
Region16014	HOXA13 (-84)
Region16015	ACAA2 (-6070)
Region16016	PITX1 (-57213)
Region16017	KIAA0319 (-12)
Region16018	GLS (-110967)
Region16019	EFR3B (-54)
Region16020	PRPF4B (-42905)
Region16021	PABPC4 (+16761)
Region16022	STXBP5 (-1856)
Region16023	B9D1 (-95)
Region16024	CACNG8 (-16206)
Region16025	USP3 (-171)
Region16026	AGXT (-17146)
Region16027	ZNF311 (-11787)
Region16028	THRA (+173)
Region16029	STXBP5L (+207832)
Region16030	CMTM5 (+3077)
Region16031	CD109 (+378110)
Region16032	TMEM132E (+57362)
Region16033	SLITRK6 (-679873)
Region16034	CAMK2G (+34)
Region16035	AZIN1 (+58194)
Region16036	RIN3 (+101853)
Region16037	IK (-39)
Region16038	TPK1 (+17352)
Region16039	SYNCRIP (-249446)
Region16040	TEX51 (-94835)
Region16041	SOX4 (+204554)
Region16042	GALNT17 (+479265)
Region16043	IBTK (-36119)
Region16044	HS3ST6 (-11409)
Region16045	FCGR3B (+25050)
Region16046	TMEM237 (-9429)
Region16047	GAB2 (-178)
Region16048	KRT17 (-24020)
Region16049	MGAT5 (+291968)
Region16050	PACS1 (+30513)
Region16051	CLEC3B (-5429)
Region16052	TRIM72 (+1020)
Region16053	WNT2B (+96)
Region16054	RPL13A (-125)
Region16055	ABHD14A (+53)
Region16056	DNAJC5B (-61688)
Region16057	ACSM6 (-10351)
Region16058	RYR2 (+95)
Region16059	TFAP2B (+166423)
Region16060	H1FX (-15053)
Region16061	AFF3 (+188941)
Region16062	UGGT1 (+57523)
Region16063	PRPF40A (-284692)
Region16064	FAM92B (-23035)
Region16065	OLFM4 (+732777)
Region16066	DBF4B (-27)
Region16067	LRRC37A (-28120)
Region16068	SSR1 (+10)
Region16069	FAM86C1 (-225)
Region16070	AGPAT1 (+934)
Region16071	TMEM86A (-125)
Region16072	ZNF593 (-5419)
Region16073	VAMP3 (-103502)
Region16074	RGS3 (+213509)
Region16075	TIAM1 (-22016)
Region16076	MAP4K4 (-50537)
Region16077	TLN2 (-170861)
Region16078	FAS (+95619)
Region16079	INPP5A (-30458)
Region16080	UBE2R2 (+34984)
Region16081	RAD51B (+428965)
Region16082	PRKAG2 (+120829)
Region16083	MAP2K1 (-27)
Region16084	JUND (-10563)
Region16085	IAH1 (-9)
Region16086	NT5DC3 (+33)
Region16087	KCNK12 (-52130)
Region16088	PON2 (+189)
Region16089	NT5M (-7917)
Region16090	COL12A1 (+194237)
Region16091	IER5 (-46)
Region16092	FNBP1L (-20804)
Region16093	CXCR5 (+12057)
Region16094	NIN (-138)
Region16095	UBXN10 (+362)
Region16096	MAML3 (+59208)
Region16097	GALNT13 (+331224)
Region16098	HERPUD2 (+70442)
Region16099	ATG16L2 (-41)
Region16100	CTNNB1 (-81866)
Region16101	JARID2 (-388677)
Region16102	ZNF235 (+116)
Region16103	LDHA (-31)
Region16104	PEX7 (+117)
Region16105	RTN2 (-18)
Region16106	BHLHE41 (-34037)
Region16107	AGPAT4 (-292364)
Region16108	DENND1B (+47)
Region16109	EIF3E (-20)
Region16110	PTPRD (+314897)
Region16111	DNM1 (+15506)
Region16112	CORO6 (-138594)
Region16113	ZGRF1 (+20529)
Region16114	SLC6A6 (-122)
Region16115	TAOK3 (-101)
Region16116	BCL9L (-17423)
Region16117	EFR3A (+145)
Region16118	OLFM4 (+786452)
Region16119	SLC22A23 (-493)
Region16120	ZNF330 (+159)
Region16121	FBXL14 (-11225)
Region16122	HOPX (+25694)
Region16123	NRP2 (-40032)
Region16124	TPCN2 (+4)
Region16125	FBLN7 (+61)
Region16126	TMA16 (+64149)
Region16127	CLDN24 (-44095)
Region16128	NRROS (-30182)
Region16129	LARGE2 (+43545)
Region16130	PPP2R5C (-39601)
Region16131	PPM1D (-69)
Region16132	STRN (-244)
Region16133	SNAPC2 (+191)
Region16134	WRN (+571777)
Region16135	DMAP1 (-90)
Region16136	NFKB1 (+129516)
Region16137	RASAL2 (+200)
Region16138	SNURF (+1423)
Region16139	RAP1GAP2 (+18415)
Region16140	ADCY5 (+113311)
Region16141	EGR1 (+26640)
Region16142	RAD18 (+75)
Region16143	RUNX1 (-2104)
Region16144	TCOF1 (-56)
Region16145	NFE2L2 (+843)
Region16146	SLC7A6 (+8425)
Region16147	FOXH1 (-1687)
Region16148	NONE
Region16149	SEC61B (+37438)
Region16150	MCM6 (-39892)
Region16151	THUMPD3 (+4)
Region16152	BVES (+15822)
Region16153	TNFRSF11B (+257547)
Region16154	KDM1A (-65888)
Region16155	SSR3 (+30388)
Region16156	TMED5 (+139)
Region16157	PSAT1 (+448392)
Region16158	METTL18 (+6)
Region16159	SS18L2 (-34203)
Region16160	SCP2D1 (-98416)
Region16161	NCAPH (-28)
Region16162	ZC3H6 (-129)
Region16163	FRG1 (-449914)
Region16164	C1orf216 (+518)
Region16165	XCR1 (-43039)
Region16166	KLF9 (-225967)
Region16167	NDUFAF3 (+936)
Region16168	ECE1 (-44022)
Region16169	KMT2E (-520)
Region16170	ALDH1L1 (-32038)
Region16171	EPC1 (-112346)
Region16172	KMT2E (-30069)
Region16173	PTS (+97)
Region16174	GDF11 (-4686)
Region16175	PTGER4 (-514339)
Region16176	S1PR1 (-219)
Region16177	NR2E1 (-11490)
Region16178	CD247 (+76216)
Region16179	ABHD6 (+123)
Region16180	SH3BGRL3 (+5746)
Region16181	TFCP2L1 (+83221)
Region16182	PEX2 (-287800)
Region16183	MCOLN3 (+20582)
Region16184	INTS9 (-318)
Region16185	NCOA3 (+104972)
Region16186	NONE
Region16187	CLMP (-52135)
Region16188	CYSTM1 (-17278)
Region16189	ITPRIP (-4554)
Region16190	C3orf33 (+61813)
Region16191	GMPR (+93247)
Region16192	ZNF746 (-87273)
Region16193	BMPER (-55094)
Region16194	TAB1 (+22464)
Region16195	EMB (+445)
Region16196	RPS4X (+105)
Region16197	TUBB (+32)
Region16198	PODXL (+59)
Region16199	CCDC61 (-179)
Region16200	NENF (-7328)
Region16201	MDS2 (+74)
Region16202	ZNF674 (-10)
Region16203	BTG3 (+1070)
Region16204	VAV3 (-10)
Region16205	MFSD10 (+55)
Region16206	GLMP (+37)
Region16207	SAMD4A (+60231)
Region16208	MTO1 (+240)
Region16209	RAB39B (+114)
Region16210	SH3GL1 (+20278)
Region16211	KLF7 (-12825)
Region16212	KCNJ18 (-78453)
Region16213	DOCK10 (+1132)
Region16214	PROK2 (-315922)
Region16215	KYNU (+97749)
Region16216	TMEM267 (-31291)
Region16217	SAMD3 (+218)
Region16218	KIF13B (-16)
Region16219	HELZ (-919)
Region16220	FGF3 (-100021)
Region16221	ALOX12B (+14591)
Region16222	LTBP2 (-388)
Region16223	NONE
Region16224	NONE
Region16225	ETAA1 (+2)
Region16226	CBX1 (-297)
Region16227	GNG3 (+1963)
Region16228	DACH1 (-353937)
Region16229	ETS1 (+207595)
Region16230	POLB (-45)
Region16231	ZNF48 (+486)
Region16232	SLC25A26 (+169005)
Region16233	ZNF681 (-4122)
Region16234	PAMR1 (+39727)
Region16235	TMEM121 (+658357)
Region16236	CCKBR (+11796)
Region16237	ABHD12 (+61977)
Region16238	ZNF554 (-75)
Region16239	MASP2 (+9442)
Region16240	TRAF3 (-15)
Region16241	C19orf12 (-106)
Region16242	BICC1 (+222228)
Region16243	OPTC (+19574)
Region16244	CBLB (-307938)
Region16245	NONE
Region16246	FOXO1 (+277705)
Region16247	PPP2R5C (+19566)
Region16248	GNPDA1 (+20196)
Region16249	RABEPK (-117)
Region16250	SMIM18 (-37583)
Region16251	PIMREG (+10920)
Region16252	ABCB8 (-99)
Region16253	EPB41L1 (-61714)
Region16254	OR13A1 (-25334)
Region16255	PGAM1 (-20)
Region16256	AGAP3 (+24528)
Region16257	TSPAN19 (-365)
Region16258	ZBED5 (-20836)
Region16259	SLC4A10 (+26560)
Region16260	TARBP2 (-11)
Region16261	TECRL (+320775)
Region16262	HNRNPA3 (-47889)
Region16263	H3F3A (+19602)
Region16264	GADD45B (+18780)
Region16265	NTN1 (-18104)
Region16266	C2CD2 (-387)
Region16267	STAT4 (+8013)
Region16268	DHRS3 (+144368)
Region16269	FBXO11 (-875)
Region16270	SMAD2 (-77942)
Region16271	WNT8B (+18649)
Region16272	MRPS33 (-39)
Region16273	FANCE (-2659)
Region16274	SUB1 (-53713)
Region16275	FN1 (-245283)
Region16276	NIN (+9235)
Region16277	NALCN (+289288)
Region16278	PPFIBP2 (-36)
Region16279	AK1 (-9494)
Region16280	STXBP5L (+170863)
Region16281	NPAS4 (-12290)
Region16282	GALNT5 (-36104)
Region16283	CRY2 (-46)
Region16284	MGAT4C (-278206)
Region16285	FAM198B (+386814)
Region16286	TAF5 (+652)
Region16287	ZNF845 (-26)
Region16288	DENND1A (+14)
Region16289	PPFIA1 (-86)
Region16290	NDRG1 (+275)
Region16291	RER1 (-118)
Region16292	KLC2 (+573)
Region16293	MYSM1 (+8759)
Region16294	MTRNR2L12 (+274076)
Region16295	RNF216 (+44)
Region16296	YLPM1 (-104)
Region16297	ZNF581 (-489)
Region16298	TRIT1 (-34)
Region16299	LARS (-89)
Region16300	ZNF81 (-205)
Region16301	PRKCQ (+10850)
Region16302	MKX (-70766)
Region16303	WAC (-526)
Region16304	APP (+1117)
Region16305	NONE
Region16306	RRAGA (-40)
Region16307	PLSCR1 (+9825)
Region16308	BTBD7 (-67)
Region16309	DAOA (-696402)
Region16310	HGF (+259514)
Region16311	NONE
Region16312	TSPAN4 (+4061)
Region16313	UBE2Q1 (-326)
Region16314	TM9SF2 (-84636)
Region16315	SYDE2 (-186)
Region16316	CLDN1 (+98872)
Region16317	NEK6 (-69403)
Region16318	ABCC4 (-79357)
Region16319	HSPA8 (+39026)
Region16320	TMEM174 (-12846)
Region16321	FAM110A (+10801)
Region16322	ZNF287 (-20305)
Region16323	MSMB (-31147)
Region16324	PRR20C (-253190)
Region16325	RHBDF1 (+6797)
Region16326	AGAP5 (+8031)
Region16327	EIF3J (+10)
Region16328	PHLPP1 (-143)
Region16329	HNRNPD (+88858)
Region16330	RGL4 (+26466)
Region16331	SLC6A15 (+420141)
Region16332	PROKR1 (+7972)
Region16333	ZNF804A (-131255)
Region16334	HSF2 (-448730)
Region16335	MTERF1 (+168209)
Region16336	PERP (-22219)
Region16337	FHL1 (-22)
Region16338	PCDH17 (+720554)
Region16339	SLC9B1 (-27127)
Region16340	SMIM30 (-303264)
Region16341	CSNK1G3 (+403575)
Region16342	NONE
Region16343	GCFC2 (+29029)
Region16344	SHE (+11)
Region16345	HECW1 (+148935)
Region16346	TMED10 (-235)
Region16347	DSCAML1 (+122)
Region16348	PRSS3 (-30307)
Region16349	RTP3 (-8582)
Region16350	LXN (+23)
Region16351	APCDD1L (+53421)
Region16352	PLCZ1 (+237776)
Region16353	ZNRD1 (-47626)
Region16354	CHMP6 (+12246)
Region16355	MON1B (0)
Region16356	WBP1 (-47)
Region16357	ZFYVE9 (+31)
Region16358	PROM1 (+57483)
Region16359	OSBPL8 (+68906)
Region16360	MGST3 (-32648)
Region16361	TMEM30B (+1056)
Region16362	UBL3 (+13)
Region16363	PRELID2 (+516930)
Region16364	C18orf32 (+18)
Region16365	HES6 (+8481)
Region16366	MYOM2 (+82576)
Region16367	NONE
Region16368	CNOT4 (-53)
Region16369	KIF26A (-840)
Region16370	DYNLT3 (+87)
Region16371	UTRN (+52176)
Region16372	ADA (-20024)
Region16373	ATP5E (-61)
Region16374	ENSG00000272162 (-83)
Region16375	CHODL (-201223)
Region16376	ZNF589 (+28)
Region16377	PAQR3 (-13161)
Region16378	DERL3 (-147)
Region16379	SREBF1 (-3226)
Region16380	RAB11FIP4 (+96256)
Region16381	GAS2L2 (-11593)
Region16382	ZNF264 (+30)
Region16383	NRDC (-92)
Region16384	DEGS2 (+508)
Region16385	CPSF1 (-43)
Region16386	OR1I1 (-3306)
Region16387	CCDC71L (-75753)
Region16388	HIC1 (+45446)
Region16389	PFKM (+13692)
Region16390	MMAA (+1116)
Region16391	HILPDA (-79)
Region16392	GFER (-444)
Region16393	PEX2 (-330159)
Region16394	CREBRF (+42705)
Region16395	VWA2 (+65325)
Region16396	TECRL (+963452)
Region16397	CEACAM21 (-12371)
Region16398	EPHA3 (+464081)
Region16399	GDF10 (-22000)
Region16400	AKIRIN1 (+5703)
Region16401	GLUL (+156651)
Region16402	METTL22 (-33)
Region16403	TRIM74 (+44394)
Region16404	FAT1 (-171351)
Region16405	ANKMY2 (+82983)
Region16406	SARS (+27)
Region16407	FAM120B (+11359)
Region16408	ZNF10 (-40)
Region16409	OLFM4 (+390705)
Region16410	ZNF432 (-370)
Region16411	TCTN1 (-11769)
Region16412	ROBO1 (-61109)
Region16413	MGMT (-489086)
Region16414	FAT4 (-1361)
Region16415	ESAM (-913)
Region16416	CCDC112 (+383)
Region16417	HABP4 (-137)
Region16418	ARMC3 (+31)
Region16419	ZNF607 (+224)
Region16420	ACOT7 (-7675)
Region16421	H3F3C (-104497)
Region16422	ATP1A1 (-39845)
Region16423	FAM60A (+104)
Region16424	KCTD12 (-43)
Region16425	PRR16 (+642837)
Region16426	LRP1B (+866144)
Region16427	USP12 (-93)
Region16428	ZMYM6 (+990)
Region16429	AEBP2 (+392591)
Region16430	C1orf56 (+803)
Region16431	EOMES (-166042)
Region16432	MTAP (-128462)
Region16433	FIGN (+73275)
Region16434	AMBRA1 (+53)
Region16435	POMGNT2 (-56804)
Region16436	ATP6V1E1 (+11)
Region16437	WDR55 (+118)
Region16438	RREB1 (+38735)
Region16439	BCOR (+241986)
Region16440	PHYH (+22)
Region16441	TMEM253 (+4899)
Region16442	OTOL1 (+984463)
Region16443	SERPINB5 (+33918)
Region16444	FOXP1 (+90389)
Region16445	ENSG00000260170 (+36)
Region16446	ZNF287 (-15194)
Region16447	STX1A (-29)
Region16448	P2RX5 (+259)
Region16449	RUNDC3A (-14)
Region16450	ARHGAP17 (-40532)
Region16451	TSC1 (-252)
Region16452	PPP4R4 (+6686)
Region16453	KCNK13 (-1188)
Region16454	HDDC2 (+296)
Region16455	COL24A1 (+128988)
Region16456	LMX1B (-56309)
Region16457	MB21D2 (+119454)
Region16458	KATNAL1 (+127802)
Region16459	FAM133A (+186178)
Region16460	ARFGAP2 (+15363)
Region16461	BIRC5 (+31)
Region16462	DACH1 (+235246)
Region16463	MAP3K7 (-175)
Region16464	KLF1 (+1614)
Region16465	DEF6 (-68)
Region16466	CNTN5 (+781688)
Region16467	PLCL2 (-60562)
Region16468	EIF3A (-13573)
Region16469	ABR (-314)
Region16470	FGFBP2 (-38344)
Region16471	TMEM200A (+139064)
Region16472	CTTNBP2NL (-58940)
Region16473	CDHR3 (+59150)
Region16474	BTG1 (+167703)
Region16475	NAAA (-18123)
Region16476	MTHFSD (-26)
Region16477	SMAP2 (+19650)
Region16478	DUSP15 (+9118)
Region16479	GP5 (+2024)
Region16480	NPHP1 (-7404)
Region16481	NT5C3A (+21802)
Region16482	CBLN2 (+114201)
Region16483	NRP1 (+180438)
Region16484	MKLN1 (+66)
Region16485	PLCB4 (-226951)
Region16486	EPHX1 (-158)
Region16487	STEAP1 (-435268)
Region16488	PDCD6IP (+553488)
Region16489	BFSP2 (-123071)
Region16490	RABAC1 (+13807)
Region16491	LRRC37A3 (-47199)
Region16492	HNRNPA3 (+31)
Region16493	ACVR2A (-157980)
Region16494	KIF26A (+76696)
Region16495	CTNNA2 (-204899)
Region16496	GRAMD1A (+13382)
Region16497	TPT1 (+29963)
Region16498	RSPO3 (-347002)
Region16499	ARID5B (+32771)
Region16500	EXPH5 (+34078)
Region16501	GCNT3 (-118792)
Region16502	SMDT1 (+143)
Region16503	MOSPD2 (+137883)
Region16504	B3GNT8 (+1200)
Region16505	ENPP6 (-125868)
Region16506	NLGN1 (+246584)
Region16507	WFS1 (+39093)
Region16508	ARAP1 (+15642)
Region16509	TMEM102 (+1672)
Region16510	BMI1 (+345)
Region16511	FOXP1 (+161717)
Region16512	YPEL5 (-315)
Region16513	SNX33 (-7584)
Region16514	HMCN2 (-39522)
Region16515	OR2T29 (-3062)
Region16516	GPATCH2L (-59742)
Region16517	CENPP (+217)
Region16518	TSPAN1 (-7953)
Region16519	NONE
Region16520	BICD1 (+166630)
Region16521	BANK1 (-181274)
Region16522	PACRG (-338678)
Region16523	DTD1 (+292)
Region16524	OPRM1 (+145830)
Region16525	NOG (-37334)
Region16526	GUSB (-14532)
Region16527	INSIG1 (-60088)
Region16528	CELF5 (+51513)
Region16529	BOLL (+26567)
Region16530	CHRNE (+3620)
Region16531	SLITRK6 (+942366)
Region16532	ARHGEF12 (-501)
Region16533	TFAP2B (+280036)
Region16534	CNN2 (+4091)
Region16535	TMEM265 (-17436)
Region16536	RAB2A (-26942)
Region16537	IGF1R (-100469)
Region16538	TOP3B (-2)
Region16539	HNRNPR (+664)
Region16540	ACTG1 (-129)
Region16541	TOMM70 (+33)
Region16542	ADAM11 (+16703)
Region16543	CREBZF (+508)
Region16544	TMEM8A (+10)
Region16545	ALKBH3 (+61624)
Region16546	OR52K1 (+10693)
Region16547	KIAA1549 (+84750)
Region16548	RPS6KA6 (+138552)
Region16549	KMO (+19852)
Region16550	SCAND1 (+12333)
Region16551	SLITRK1 (+3023)
Region16552	CIT (-57)
Region16553	TLK1 (+21)
Region16554	GBGT1 (+14619)
Region16555	NLRP6 (-8971)
Region16556	UBE2H (-32)
Region16557	SHE (+36817)
Region16558	ELMO1 (+266916)
Region16559	CD300LF (+41486)
Region16560	VTA1 (+59318)
Region16561	CD7 (+89)
Region16562	UCHL3 (-323)
Region16563	PACRGL (-22007)
Region16564	SMTN (+2164)
Region16565	SPTBN5 (-870)
Region16566	C5orf22 (-93)
Region16567	PLXDC2 (+365941)
Region16568	PDIA3 (+3597)
Region16569	LRIG1 (-203)
Region16570	CSNK1G1 (+74)
Region16571	SMAD2 (-492)
Region16572	DAGLA (-119)
Region16573	GCLC (+138)
Region16574	RCN2 (-82)
Region16575	NXPH1 (+570009)
Region16576	ZDHHC20 (-71)
Region16577	DLG2 (+848219)
Region16578	LRRIQ3 (+427734)
Region16579	ZBED5 (-73164)
Region16580	PRKCH (+16298)
Region16581	SI (+556201)
Region16582	BICD1 (-81070)
Region16583	POLD2 (-60)
Region16584	ARRDC3 (-505543)
Region16585	SVIP (+37)
Region16586	ERICH2 (-12764)
Region16587	PENK (-175557)
Region16588	ANXA11 (+17918)
Region16589	NOP14 (+8456)
Region16590	SEC14L1 (-90467)
Region16591	SLC35F6 (+8207)
Region16592	SYNRG (-15)
Region16593	CABYR (-50)
Region16594	PPP1R3F (-299)
Region16595	PDCD4 (-10989)
Region16596	E2F1 (-156)
Region16597	TYW5 (-15248)
Region16598	TUB (-5219)
Region16599	PPTC7 (+20790)
Region16600	RASD2 (-21264)
Region16601	KLHL29 (-337283)
Region16602	TRHDE (+338)
Region16603	CDH7 (-261889)
Region16604	LOXL1 (+1387)
Region16605	KCNH1 (-24)
Region16606	MZT2A (-309605)
Region16607	MAPRE3 (+11649)
