# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	DDX11 (+46057)
Region15734	NARS2 (+40911)
Region15735	CYP11A1 (-6617)
Region15736	PEX13 (-135)
Region15737	MED27 (+603)
Region15738	N4BP3 (-51194)
Region15739	ENSA (-17798)
Region15740	XYLT1 (+21616)
Region15741	ANXA6 (+7192)
Region15742	ZC3H14 (+104765)
Region15743	MED15 (-31)
Region15744	ZC3H7A (-14864)
Region15745	TNFSF11 (+171)
Region15746	ZNF71 (+30)
Region15747	BRD9 (-30651)
Region15748	SKOR1 (+20654)
Region15749	ISYNA1 (-12814)
Region15750	FAM110B (+151678)
Region15751	OCA2 (+286291)
Region15752	RREB1 (+88065)
Region15753	KNTC1 (+24756)
Region15754	HSDL2 (+15)
Region15755	OSTF1 (+174972)
Region15756	CRYBA4 (+50803)
Region15757	KCNU1 (-603387)
Region15758	C1QBP (+27)
Region15759	SUPT3H (-44411)
Region15760	DDI1 (-336143)
Region15761	TBC1D28 (+16702)
Region15762	NBPF1 (-31238)
Region15763	CD44 (+38416)
Region15764	PANK1 (+736)
Region15765	RALYL (-490701)
Region15766	SEPT9 (+213527)
Region15767	NEK1 (+137)
Region15768	C17orf49 (+258)
Region15769	OXNAD1 (+21215)
Region15770	RORA (+41259)
Region15771	STX10 (-106)
Region15772	ZWINT (-285343)
Region15773	NEK2 (-63316)
Region15774	NRG1 (-181426)
Region15775	SYNCRIP (-632981)
Region15776	PSMC1 (+245)
Region15777	HSPB1 (-42446)
Region15778	TMEM147 (+57)
Region15779	THOC2 (-74)
Region15780	F3 (-81031)
Region15781	SI (+189309)
Region15782	FEM1C (+17)
Region15783	KCNAB3 (+6510)
Region15784	KLHL20 (+14)
Region15785	DDIAS (+58580)
Region15786	ZNF581 (-3617)
Region15787	ANKRD39 (-55)
Region15788	CRYZL1 (-158)
Region15789	ITLN2 (+3122)
Region15790	DNM3 (+87086)
Region15791	TLR5 (+3347)
Region15792	ATP10D (+66)
Region15793	GNRHR (-55245)
Region15794	IVD (+16215)
Region15795	ALPP (-62874)
Region15796	PTPA (-63)
Region15797	FOXD3 (+611)
Region15798	DLL1 (+202345)
Region15799	ARGLU1 (-190788)
Region15800	VEGFA (-854)
Region15801	KLHL1 (-734154)
Region15802	ARFGAP3 (+98)
Region15803	BRWD1 (+1245)
Region15804	ACTN1 (+18823)
Region15805	H2AFV (-9004)
Region15806	KLHL8 (+61)
Region15807	RSL1D1 (+94)
Region15808	EPB41L1 (+8182)
Region15809	CAPN5 (+15677)
Region15810	CNFN (+2855)
Region15811	USP25 (-98)
Region15812	PRAG1 (+73211)
Region15813	FREM1 (-164444)
Region15814	VPS37B (+306)
Region15815	KCNT2 (+508798)
Region15816	LIX1 (+57611)
Region15817	CTDSPL2 (+87)
Region15818	RD3 (-22670)
Region15819	IFNE (+18000)
Region15820	TOX4 (-20567)
Region15821	TNFAIP3 (-22159)
Region15822	MAP2K2 (+19080)
Region15823	PLA2G4A (-50597)
Region15824	TTC30B (+159)
Region15825	DMAC1 (+140562)
Region15826	TPTE (-523942)
Region15827	NONE
Region15828	PLEKHA5 (+73904)
Region15829	LAMP3 (+64)
Region15830	NECTIN3 (-389638)
Region15831	FGF5 (+226365)
Region15832	GIMAP1 (+16)
Region15833	KATNAL1 (+390)
Region15834	COX6A1 (-129)
Region15835	JAML (+8088)
Region15836	BIVM-ERCC5 (+1329)
Region15837	SEMA4F (+14)
Region15838	FGF5 (+276341)
Region15839	WDR70 (+25)
Region15840	TTYH3 (-173)
Region15841	GPC6 (-556816)
Region15842	PPIAL4F (-40802)
Region15843	C5orf15 (+8726)
Region15844	NONE
Region15845	MTPN (-222540)
Region15846	DUSP27 (+14210)
Region15847	TMEM129 (+999)
Region15848	PDCD4 (+637)
Region15849	CDH17 (+127987)
Region15850	SLC25A40 (-108)
Region15851	C6 (+42705)
Region15852	NEGR1 (-165)
Region15853	LIMD2 (-2040)
Region15854	MEF2D (-331)
Region15855	C12orf50 (+777341)
Region15856	ERC1 (-36449)
Region15857	ARHGAP26 (-17624)
Region15858	DNMT3A (-34394)
Region15859	GALNT7 (-93012)
Region15860	STOX1 (+824)
Region15861	CBLN2 (+512201)
Region15862	CSNK1D (+104)
Region15863	MIA3 (-297)
Region15864	MCC (+1090)
Region15865	KIF3C (-24080)
Region15866	ASB17 (+18261)
Region15867	SESN1 (+85189)
Region15868	GPR142 (+12220)
Region15869	CELF4 (-944213)
Region15870	PMM2 (-54)
Region15871	EXT2 (-440)
Region15872	SPINT1 (-540)
Region15873	PSG3 (-11772)
Region15874	FAM83A (+27628)
Region15875	SYAP1 (-47)
Region15876	STK38 (+44459)
Region15877	KCNV1 (+110395)
Region15878	PPP4C (+20)
Region15879	KREMEN1 (-32334)
Region15880	GRIK2 (+929520)
Region15881	FZD4 (-19890)
Region15882	KIF16B (+294626)
Region15883	KL (-43925)
Region15884	TMEM232 (+283515)
Region15885	ERCC8 (+35393)
Region15886	HAPLN1 (-12380)
Region15887	BAALC (-15546)
Region15888	DCDC2 (+3)
Region15889	ENSG00000270339 (-25240)
Region15890	ENPP5 (-16)
Region15891	LDLRAD4 (-59437)
Region15892	RALYL (-942426)
Region15893	UBE2D1 (+149)
Region15894	GPCPD1 (+109883)
Region15895	SLC16A9 (+918)
Region15896	OR11H1 (+326169)
Region15897	NME9 (+24756)
Region15898	EXOSC10 (+37)
Region15899	ZNF131 (-15677)
Region15900	ZBTB3 (-77)
Region15901	HDDC2 (-11097)
Region15902	LPIN1 (+69130)
Region15903	DERL1 (+47714)
Region15904	KMT5C (-238)
Region15905	CHAC1 (+172)
Region15906	CXCR4 (-307421)
Region15907	RAB27A (+510)
Region15908	MRS2 (+166)
Region15909	USP47 (-112)
Region15910	GABRG1 (+162004)
Region15911	RPEL1 (+5249)
Region15912	ATP6V1G3 (-128622)
Region15913	GRID2 (+522311)
Region15914	GKAP1 (+42395)
Region15915	DARS (+22)
Region15916	RANBP2 (+67218)
Region15917	RMDN3 (+540)
Region15918	ANKIB1 (+77696)
Region15919	SGMS1 (-451)
Region15920	BEGAIN (+21459)
Region15921	IGFBP7 (-502976)
Region15922	ZBTB38 (-75963)
Region15923	MEIOC (+622)
Region15924	CLEC3A (+23615)
Region15925	ATP6V0A4 (-77833)
Region15926	B4GALNT3 (+79100)
Region15927	DUSP4 (-204860)
Region15928	PCDH1 (+28529)
Region15929	UBE3C (+79)
Region15930	CHST11 (-24082)
Region15931	PSMG4 (+34)
Region15932	KLHDC2 (+410)
Region15933	HSD17B7 (+78087)
Region15934	PID1 (+51245)
Region15935	MCOLN2 (-318)
Region15936	MED30 (-46)
Region15937	LYPD3 (+2073)
Region15938	NCF4 (-4525)
Region15939	RRP7A (+19293)
Region15940	CIB1 (-45)
Region15941	RAD23B (-152)
Region15942	TFRC (+26190)
Region15943	KIFC1 (+96)
Region15944	SRD5A1 (+18)
Region15945	TMEM121 (+775009)
Region15946	GLRX3 (-505)
Region15947	ENSG00000241489 (+7807)
Region15948	KCNB2 (-118237)
Region15949	CBR3 (+637)
Region15950	TRIM68 (-4)
Region15951	TNFRSF14 (-105)
Region15952	ACBD7 (+35)
Region15953	MXD4 (-34653)
Region15954	ATP23 (-85)
Region15955	MFSD1 (+143)
Region15956	TRIB1 (-396)
Region15957	ARL4D (-9792)
Region15958	PAQR8 (+28159)
Region15959	DCAF1 (-188)
Region15960	CHST11 (+28950)
Region15961	GNB5 (-132)
Region15962	PLEKHG4 (+1949)
Region15963	HEG1 (+60215)
Region15964	EDIL3 (-346644)
Region15965	COL6A1 (-11003)
Region15966	ZNF292 (-27)
Region15967	ST7L (-366)
Region15968	SYT16 (+189507)
Region15969	HERC4 (+50)
Region15970	NFIX (+48792)
Region15971	RP9 (-95)
Region15972	NONE
Region15973	PRPF3 (+8)
Region15974	DISP2 (+9914)
Region15975	MYSM1 (+31)
Region15976	KCNT2 (+306931)
Region15977	ZIC1 (+397861)
Region15978	SLC39A10 (-439954)
Region15979	ADAMTS8 (-5738)
Region15980	PMS1 (+108835)
Region15981	MT2A (+396)
Region15982	GRAMD2B (-280096)
Region15983	CNEP1R1 (-7940)
Region15984	BICD1 (-17245)
Region15985	SH3RF1 (+64115)
Region15986	FOXK2 (-105)
Region15987	CTSC (-95087)
Region15988	LAIR1 (+5331)
Region15989	TOP1 (-37232)
Region15990	SLC38A2 (-151321)
Region15991	C7orf49 (+145)
Region15992	OXR1 (-176429)
Region15993	MMEL1 (-140085)
Region15994	ATP8A1 (-14524)
Region15995	MELK (+193319)
Region15996	IL5 (+16724)
Region15997	PCYOX1 (-59)
Region15998	ABRA (+112283)
Region15999	NONE
Region16000	NEK10 (+11314)
Region16001	TIGD2 (+183166)
Region16002	GPSM3 (-2899)
Region16003	TGFBR3 (+81498)
Region16004	SCN3A (+98544)
Region16005	EBF1 (-19597)
Region16006	INTU (-861560)
Region16007	PSMD12 (+120)
Region16008	FEZF1 (-12519)
Region16009	GPC5 (-970778)
Region16010	DHX35 (-67)
Region16011	ZNF852 (-100)
Region16012	C6orf106 (+23100)
Region16013	MRPL19 (+161)
Region16014	NXPH1 (+631210)
Region16015	EFCAB1 (+220557)
Region16016	SEC63 (+16934)
Region16017	SPATS2L (-1702)
Region16018	NAA20 (+149)
Region16019	NRXN1 (+445198)
Region16020	FOSL2 (-13848)
Region16021	CHD1 (-151068)
Region16022	ACOT4 (+435)
Region16023	EPHA4 (+54009)
Region16024	SUCLA2 (+255568)
Region16025	SNAPC3 (-168911)
Region16026	PLLP (-32751)
Region16027	ARAP1 (+29890)
Region16028	PYCARD (+640)
Region16029	KLF5 (+194)
Region16030	NUMA1 (-19)
Region16031	PTK2 (+161928)
Region16032	PDE8A (+188418)
Region16033	BBS12 (-120)
Region16034	OLFML2B (-255)
Region16035	GLYATL3 (-16283)
Region16036	DLGAP4 (+15813)
Region16037	CASQ2 (-23839)
Region16038	MAP1LC3A (+11675)
Region16039	ADSS (+56091)
Region16040	PIK3AP1 (-391)
Region16041	CDC42SE2 (+25533)
Region16042	CTSD (-83)
Region16043	RASD2 (-568)
Region16044	STXBP5L (+75695)
Region16045	FAM118A (+32667)
Region16046	COLGALT2 (+80940)
Region16047	ATG14 (+57312)
Region16048	SMIM30 (-303327)
Region16049	GINS4 (-138)
Region16050	ANKRD28 (-250)
Region16051	S100B (+54386)
Region16052	GSAP (+61721)
Region16053	ETS1 (+65027)
Region16054	MLN (-16882)
Region16055	SEPT9 (+328988)
Region16056	CCDC63 (+1438)
Region16057	CIRBP (-8268)
Region16058	INSIG1 (+1289)
Region16059	PAM (-5765)
Region16060	NONE
Region16061	SLC18A1 (+38889)
Region16062	DYNC1LI2 (-9711)
Region16063	FGD3 (+40771)
Region16064	SFRP5 (-20154)
Region16065	IFITM3 (+1925)
Region16066	ZFP69B (-12366)
Region16067	RNPC3 (+102)
Region16068	CAMK4 (+46363)
Region16069	AKAIN1 (+27443)
Region16070	NAF1 (+13870)
Region16071	MYO9B (+50086)
Region16072	RHOF (-103)
Region16073	ANKRD13C (+73447)
Region16074	SAMD9 (-35)
Region16075	TBC1D17 (-120)
Region16076	ZSWIM6 (+22928)
Region16077	LOXL2 (+138)
Region16078	ITGA6 (+10273)
Region16079	MEPCE (-346)
Region16080	ZFP36L1 (-2778)
Region16081	NUDT6 (+18271)
Region16082	ZSCAN25 (+7689)
Region16083	ZFHX2 (-120)
Region16084	TCP10L (+46932)
Region16085	UBE2E3 (-344006)
Region16086	KCNQ5 (+488)
Region16087	RNF39 (+743)
Region16088	TMEM87A (+193)
Region16089	BHLHE23 (-95565)
Region16090	CAMK2A (+47621)
Region16091	PMM2 (+19465)
Region16092	RARRES1 (-7503)
Region16093	NUDT12 (-758193)
Region16094	PRELID2 (+671431)
Region16095	SFT2D1 (+52600)
Region16096	DAP3 (+56593)
Region16097	GPC3 (-176)
Region16098	FOXN2 (-202969)
Region16099	FRMD4A (-241291)
Region16100	YOD1 (+77)
Region16101	SCARF2 (-2877)
Region16102	BCL2 (+164627)
Region16103	NRF1 (-17284)
Region16104	CLPB (-84823)
Region16105	GCNT2 (+496)
Region16106	TRMT44 (-29)
Region16107	BCHE (-651894)
Region16108	COIL (+63)
Region16109	TOR1AIP1 (+1365)
Region16110	NFYC (-30050)
Region16111	GCC2 (+601)
Region16112	CD48 (+30136)
Region16113	ZNF76 (-77)
Region16114	VPREB1 (-36629)
Region16115	FAM71A (+5877)
Region16116	LIMK1 (-232)
Region16117	SNAP23 (+338)
Region16118	ATP2A1 (+1582)
Region16119	NMUR2 (+16525)
Region16120	HIST1H1A (+25064)
Region16121	MPHOSPH6 (-82)
Region16122	MOB3A (+10838)
Region16123	ATF7IP (+11203)
Region16124	LARP7 (+193596)
Region16125	SFXN3 (+188)
Region16126	EIF4G3 (-103)
Region16127	ZFP36 (-4193)
Region16128	SEPT9 (+92918)
Region16129	HMGXB3 (-169)
Region16130	NT5DC3 (+125)
Region16131	YIPF3 (+6705)
Region16132	PCDHB13 (+1829)
Region16133	ATP6V1G3 (-116016)
Region16134	HIST1H4B (+308)
Region16135	C1orf115 (+489)
Region16136	PRMT9 (+30)
Region16137	MTRNR2L13 (-58258)
Region16138	WDR77 (-31)
Region16139	HMG20B (-196)
Region16140	ITPRIP (-4537)
Region16141	NOL12 (+8)
Region16142	C20orf24 (-133)
Region16143	DUSP6 (+38161)
Region16144	IL7R (-34045)
Region16145	DDX31 (-98821)
Region16146	TRAPPC12 (+88)
Region16147	ASXL2 (-98265)
Region16148	PEX14 (+20569)
Region16149	GDPD5 (-120)
Region16150	PHLPP1 (-264)
Region16151	CD2AP (-63501)
Region16152	SLCO3A1 (-147174)
Region16153	ADAR (-111289)
Region16154	C14orf80 (-264)
Region16155	EOMES (+9881)
Region16156	ZNF268 (+168)
Region16157	RAB1B (+13)
Region16158	GRIK4 (+198170)
Region16159	INO80D (+160242)
Region16160	MLXIPL (+17288)
Region16161	BMP3 (-375119)
Region16162	GPR63 (+52976)
Region16163	RSPO2 (+105518)
Region16164	CBLL1 (-8)
Region16165	SP1 (-328)
Region16166	AGPAT3 (-7742)
Region16167	PLPPR4 (+23221)
Region16168	PIKFYVE (-54)
Region16169	FBXO41 (+118)
Region16170	C1orf35 (+151)
Region16171	DDX47 (-57)
Region16172	RUNX1T1 (-225518)
Region16173	HDAC5 (-18276)
Region16174	DAOA (-753396)
Region16175	ENSG00000256206 (-17017)
Region16176	NCAM1 (-196764)
Region16177	SLC22A24 (-2966)
Region16178	KCNJ1 (+57672)
Region16179	TBCE (+40)
Region16180	SMARCAD1 (+149)
Region16181	RPRM (+38816)
Region16182	ADGRL3 (-705242)
Region16183	EYA3 (-39)
Region16184	FZD8 (+15)
Region16185	RORA (+70198)
Region16186	HSD3B1 (-35253)
Region16187	XPO1 (-156552)
Region16188	STOML1 (+18994)
Region16189	FAHD2A (+8096)
Region16190	FGF16 (+3917)
Region16191	STAU2 (-24)
Region16192	TMEM45B (-197630)
Region16193	SHH (-331653)
Region16194	POU3F1 (-160440)
Region16195	SLC35G6 (-1817)
Region16196	PTPDC1 (+82585)
Region16197	TP53I3 (+730)
Region16198	FBXW11 (+48806)
Region16199	ANGEL1 (+3)
Region16200	CD101 (-14630)
Region16201	MRE11 (-19578)
Region16202	LRRFIP1 (-18590)
Region16203	FAM76B (+84026)
Region16204	ARPC3 (+18829)
Region16205	ISG20 (+66974)
Region16206	ADGRB2 (+3239)
Region16207	TMEM2 (-14440)
Region16208	PDPK1 (-73)
Region16209	SLC6A19 (-33586)
Region16210	C9orf3 (-32980)
Region16211	KCNJ13 (+6067)
Region16212	DHRS4 (+16180)
Region16213	PRRC2B (-25899)
Region16214	SEMA3A (-437627)
Region16215	IRAK1BP1 (-300741)
Region16216	C1QTNF6 (-11235)
Region16217	MAP3K8 (+76789)
Region16218	NMT2 (-530)
Region16219	AMY2A (-26938)
Region16220	PRNT (+4049)
Region16221	KIF20B (+136178)
Region16222	ENO2 (-696)
Region16223	EXPH5 (-70)
Region16224	UBXN4 (-8599)
Region16225	NONE
Region16226	GABPB1 (+1659)
Region16227	BTG1 (-115)
Region16228	KLF13 (+18408)
Region16229	CCDC88C (+1567)
Region16230	IFFO2 (-167)
Region16231	CCDC129 (-85514)
Region16232	ZBTB26 (-10)
Region16233	KCNAB2 (-17549)
Region16234	UQCRQ (+34)
Region16235	GADD45G (+356870)
Region16236	FAM171B (+253)
Region16237	INTS4 (-252)
Region16238	CDKN2C (+8903)
Region16239	IL37 (+3411)
Region16240	LPCAT3 (-87)
Region16241	SLC16A3 (-4740)
Region16242	MVP (+10843)
Region16243	POP1 (-27)
Region16244	TPRKB (-22)
Region16245	ZBTB18 (+23691)
Region16246	ISY1 (-261)
Region16247	CD46 (+72011)
Region16248	VOPP1 (+7)
Region16249	DAPK3 (-75)
Region16250	GALK1 (+11807)
Region16251	TMBIM1 (-5674)
Region16252	ZC3H11A (-170)
Region16253	AK4 (-80571)
Region16254	SNTB1 (-44153)
Region16255	OGDHL (-6169)
Region16256	ADO (-71697)
Region16257	IL10RB (+85)
Region16258	ACTN2 (-27)
Region16259	GPRIN2 (-10314)
Region16260	MTRNR2L6 (-158104)
Region16261	TOB2 (+2446)
Region16262	NONE
Region16263	IL21R (-34244)
Region16264	LYZL4 (+22256)
Region16265	BCAM (-8648)
Region16266	FRY (+74)
Region16267	PRKCZ (-188)
Region16268	SPR (+230)
Region16269	RAI1 (+70831)
Region16270	ARRDC3 (+89419)
Region16271	SNRK (+88766)
Region16272	UNC13A (+32994)
Region16273	ALG8 (-23)
Region16274	RALGAPA2 (-16364)
Region16275	DCUN1D1 (+34)
Region16276	COMMD1 (+25)
Region16277	USP24 (-228529)
Region16278	NBPF11 (+70)
Region16279	STX16-NPEPL1 (+10059)
Region16280	ATP6V0A2 (+5)
Region16281	ERLIN1 (+2261)
Region16282	MCMBP (-179)
Region16283	FASN (-279)
Region16284	SPACA9 (+278)
Region16285	SKAP2 (+129)
Region16286	LSG1 (+10768)
Region16287	HMGCL (-50)
Region16288	FHL2 (-152826)
Region16289	LEF1 (+799)
Region16290	SCRN3 (+24679)
Region16291	ALDH1L2 (+6391)
Region16292	PSMD14 (+337)
Region16293	NONE
Region16294	NUP54 (+50)
Region16295	BACH2 (+10511)
Region16296	CCNH (-86674)
Region16297	GPR4 (-5405)
Region16298	TMED2 (-33)
Region16299	NONE
Region16300	FXYD5 (+27635)
Region16301	EDN3 (+48225)
Region16302	VAT1 (-54)
Region16303	KCNJ3 (+628066)
Region16304	RNASE3 (-42268)
Region16305	FSTL4 (+248798)
Region16306	CACNA2D1 (-189934)
Region16307	DDX43 (-5570)
Region16308	CTSC (-96223)
Region16309	ADGRG6 (-69296)
Region16310	TRIM2 (-89455)
Region16311	ZEB2 (+133673)
Region16312	RAPGEF6 (+47217)
Region16313	METTL4 (+95)
Region16314	CYP2R1 (-13246)
Region16315	NFKBIZ (+1055)
Region16316	AGPAT5 (+122)
Region16317	SLC5A2 (+4834)
Region16318	OR13H1 (+208803)
Region16319	MYDGF (-13)
Region16320	IL36G (+7208)
Region16321	RABGGTA (-52)
Region16322	SRI (+3)
Region16323	TRPV2 (+37856)
Region16324	GNAL (+78393)
Region16325	C1orf21 (-151529)
Region16326	AADAT (-152368)
Region16327	MON1B (+40)
Region16328	THYN1 (+474)
Region16329	TRAPPC9 (-6242)
Region16330	CSNK1G3 (+590517)
Region16331	SPIRE1 (-87)
Region16332	ARHGAP18 (-41803)
Region16333	SRSF1 (+21)
Region16334	NCK2 (+151317)
Region16335	MICB (-3839)
Region16336	PRPS2 (+168)
Region16337	ZNF236 (-20587)
Region16338	TMED8 (+7)
Region16339	DDX1 (+104312)
Region16340	TNFRSF14 (-9955)
Region16341	MTA1 (-4719)
Region16342	PMM1 (-97)
Region16343	MTRNR2L6 (-29384)
Region16344	ZFHX3 (+400636)
Region16345	PFAS (-7)
Region16346	GLS (-75233)
Region16347	CCNY (+35795)
Region16348	GSG1 (+2309)
Region16349	ANTXR2 (+579)
Region16350	XPC (-74924)
Region16351	SLC24A3 (+71324)
Region16352	SKAP1 (-36)
Region16353	MAP3K1 (-333770)
Region16354	POLR2E (-79)
Region16355	ZDHHC4 (+12540)
Region16356	SLC4A8 (+304)
Region16357	FAM49A (+37589)
Region16358	RPL22 (-39)
Region16359	HAPLN1 (+116729)
Region16360	GALNT18 (-29443)
Region16361	LAT (+97721)
Region16362	CHRNA1 (+47484)
Region16363	STARD3NL (+184911)
Region16364	RTP5 (+218930)
Region16365	TP53 (-692)
Region16366	CBR3 (-20070)
Region16367	EDAR (-42476)
Region16368	AVPR1A (+54306)
Region16369	WASHC1 (-43616)
Region16370	PYCR1 (-155)
Region16371	NOL4 (-127531)
Region16372	DNAJC11 (+31)
Region16373	PXDNL (+16183)
Region16374	NUB1 (+88232)
Region16375	SNRPB (+6)
Region16376	MCAM (+1526)
Region16377	TADA2B (-78)
Region16378	DCDC2C (+762663)
Region16379	ANKLE2 (-14374)
Region16380	BARHL2 (-134325)
Region16381	CARS (-8)
Region16382	SCML2 (+171253)
Region16383	RNF6 (+35903)
Region16384	MARK2 (-52)
Region16385	ANO5 (-137544)
Region16386	ENPP2 (+100379)
Region16387	DDX50 (-79)
Region16388	SERPINB8 (+138679)
Region16389	DNAJB6 (+514982)
Region16390	RIOK2 (-540041)
Region16391	CUX2 (-25665)
Region16392	LMO3 (-490632)
Region16393	ARHGAP15 (-192)
Region16394	ISLR2 (+5541)
Region16395	MED18 (+16983)
Region16396	PTPA (+147181)
Region16397	ST8SIA3 (-54230)
Region16398	CPEB4 (+29797)
Region16399	SF3B3 (-101)
Region16400	LETMD1 (-246)
Region16401	DNAJC12 (-11411)
Region16402	PSMB2 (+269)
Region16403	GSPT2 (+59786)
Region16404	PPDPF (-3)
Region16405	ZPR1 (+165)
Region16406	ILVBL (+11)
Region16407	GIMAP5 (+179)
Region16408	WDR11 (+98219)
Region16409	MDM4 (-9371)
Region16410	BNIP1 (+301)
Region16411	BRPF3 (+505)
Region16412	RGS18 (-624973)
Region16413	RELN (-90805)
Region16414	AGR3 (-163499)
Region16415	PDE3A (-267323)
Region16416	SFXN1 (+28936)
Region16417	TMEM107 (-64)
Region16418	RAB39B (+98)
Region16419	TMEM141 (-231)
Region16420	PTPRD (-745135)
Region16421	TSC22D2 (+1547)
Region16422	SOX12 (-1080)
Region16423	TRAM1L1 (+87466)
Region16424	CAMKK2 (+1443)
Region16425	CDV3 (-81492)
Region16426	CNTRL (+46781)
Region16427	TEX13A (+310619)
Region16428	PRKCQ (-347419)
Region16429	LINGO1 (+88939)
Region16430	AGO2 (+38575)
Region16431	ELAVL2 (-207816)
Region16432	ROM1 (-102)
Region16433	PDE9A (+93171)
Region16434	TXN2 (+46177)
Region16435	NMD3 (+9)
Region16436	PRDM7 (-6383)
Region16437	STK10 (+75223)
Region16438	IRF4 (+55241)
Region16439	ERCC6L2 (+188352)
Region16440	QRFPR (-30408)
Region16441	MSX2 (+3062)
Region16442	CELF2 (+208595)
Region16443	KHDRBS2 (+196877)
Region16444	PARD3B (+531536)
Region16445	CCNY (+42180)
Region16446	TPO (+96149)
Region16447	NEK10 (+218326)
Region16448	RHBDF2 (-78)
Region16449	SARDH (+37354)
Region16450	HNRNPU (-53)
Region16451	RNF4 (+91078)
Region16452	TNRC6C (-46534)
Region16453	FABP6 (+12142)
Region16454	FBXW8 (+171)
Region16455	OXR1 (-44522)
Region16456	SSH2 (-140)
Region16457	RGS6 (+402115)
Region16458	C2orf42 (+49670)
Region16459	ZSCAN22 (-21703)
Region16460	SLFN12 (+513)
Region16461	ATF1 (-218)
Region16462	CA8 (+461367)
Region16463	CDH10 (+565738)
Region16464	LRFN5 (-188196)
Region16465	SNAPC4 (-1474)
Region16466	NUS1 (-121)
Region16467	NT5C1B-RDH14 (-66525)
Region16468	AGA (-799033)
Region16469	GNA14 (-67632)
Region16470	LCLAT1 (-24668)
Region16471	DNAJC17 (-27)
Region16472	RRAS2 (-22049)
Region16473	SLC44A3 (-136165)
Region16474	CD83 (+335562)
Region16475	PSMD8 (-12173)
Region16476	STX18 (-85612)
Region16477	OSBP2 (+108059)
Region16478	IPPK (+5335)
Region16479	PTBP2 (+27)
Region16480	MARK1 (+481)
Region16481	HTR5A (-135)
Region16482	RHOT2 (+173)
Region16483	GMFB (+230)
Region16484	EHD1 (+1029)
Region16485	CEP85L (-9462)
Region16486	C6orf15 (+10098)
Region16487	FSIP2 (-377530)
Region16488	CHFR (-20981)
Region16489	PDE4D (+438040)
Region16490	LFNG (-11289)
Region16491	PDE7B (+58328)
Region16492	SHC3 (+284)
Region16493	PI4KB (+116)
Region16494	ISCU (-12)
Region16495	C3orf33 (+872)
Region16496	ABCB1 (-70244)
Region16497	TRH (+28895)
Region16498	MAPRE3 (+16146)
Region16499	GNPDA2 (-693960)
Region16500	FAM135A (+52)
Region16501	OXNAD1 (+35946)
Region16502	ZNF557 (-55)
Region16503	NCKAP5L (-88)
Region16504	KCNN2 (+299954)
Region16505	ATP2B1 (-241215)
Region16506	IGFBP7 (-240815)
Region16507	KSR1 (-15634)
Region16508	PLEC (-15701)
Region16509	ALG10B (+138)
Region16510	GPR26 (-6849)
Region16511	PTPN18 (+16247)
Region16512	CXADR (-686028)
Region16513	DPY19L3 (-335)
Region16514	CCNYL1 (-165)
Region16515	GSE1 (-42179)
Region16516	PAPLN (+86)
Region16517	TNIK (-83871)
Region16518	SEMA6A (-141705)
Region16519	RNF149 (-21874)
Region16520	RFX7 (-539)
Region16521	SORCS3 (+615814)
Region16522	NRXN1 (-71342)
Region16523	ANKRD9 (-7100)
Region16524	BHLHE40 (-208128)
Region16525	FRMD5 (-12155)
Region16526	ZBTB42 (+25671)
Region16527	THOP1 (-87)
Region16528	HPSE (+221)
Region16529	LRRIQ3 (+427667)
Region16530	FBXO18 (-4372)
Region16531	CCDC3 (-4821)
Region16532	CYB5A (-106)
Region16533	CDKN1C (-21)
Region16534	GJD3 (+995)
Region16535	RGS18 (-561791)
Region16536	XYLT1 (+106416)
Region16537	ZNF225 (+659)
Region16538	ZNF585A (-78)
Region16539	MON1A (+347)
Region16540	PNP (+51)
Region16541	USP3 (-293)
Region16542	KMT2E (-68983)
Region16543	GCFC2 (+182)
Region16544	GPR88 (-92464)
Region16545	PFKFB3 (+145473)
Region16546	NONE
Region16547	SIRT7 (+13)
Region16548	LRRTM3 (-923551)
Region16549	ZNF45 (-68)
Region16550	CLN8 (-15642)
Region16551	GFER (-205)
Region16552	RASSF3 (-141)
Region16553	NOSTRIN (-86741)
Region16554	MIEF2 (-481)
Region16555	CNTNAP5 (-371036)
Region16556	SP4 (+17768)
Region16557	NONE
Region16558	NONE
Region16559	SLC47A1 (+144)
Region16560	CNTN5 (+133520)
Region16561	RUNX1 (+159230)
Region16562	CYP4F8 (-30415)
Region16563	ARRDC3 (-51)
Region16564	RAP2B (-836)
Region16565	PLEKHA2 (+14138)
Region16566	SFXN4 (-28)
Region16567	BRI3BP (-20)
Region16568	HTR1B (+101725)
Region16569	TSPAN5 (-4532)
Region16570	NONE
Region16571	DOCK11 (+32556)
Region16572	SMARCC1 (-37)
Region16573	TMEM106A (+51)
Region16574	SPOUT1 (-3)
Region16575	ZNF548 (-62)
Region16576	FBLN2 (+101491)
Region16577	TSPAN12 (+263765)
